Date,Prefecturename,HSAD
2018/6/13,Shiga,0
2018/6/14,Shiga,0
2018/6/15,Shiga,0
2018/6/16,Shiga,0
2018/6/17,Shiga,4
2018/6/18,Shiga,0
2018/6/19,Shiga,2
2018/6/20,Shiga,1
2018/6/21,Shiga,0
2018/6/22,Shiga,3
2018/6/23,Shiga,2
2018/6/24,Shiga,1
2018/6/25,Shiga,9
2018/6/26,Shiga,1
2018/6/27,Shiga,9
2018/6/28,Shiga,6
2018/6/29,Shiga,3
2018/6/30,Shiga,3
2018/7/1,Shiga,10
2018/7/2,Shiga,12
2018/7/3,Shiga,4
2018/7/4,Shiga,7
2018/7/5,Shiga,2
2018/7/6,Shiga,1
2018/7/7,Shiga,1
2018/7/8,Shiga,12
2018/7/9,Shiga,13
2018/7/10,Shiga,13
2018/7/11,Shiga,20
2018/7/12,Shiga,16
2018/7/13,Shiga,18
2018/7/14,Shiga,17
2018/7/15,Shiga,50
2018/7/16,Shiga,53
2018/7/17,Shiga,45
2018/7/18,Shiga,43
2018/7/19,Shiga,57
2018/7/20,Shiga,50
2018/7/21,Shiga,44
2018/7/22,Shiga,54
2018/7/23,Shiga,33
2018/7/24,Shiga,28
2018/7/25,Shiga,35
2018/7/26,Shiga,27
2018/7/27,Shiga,16
2018/7/28,Shiga,7
2018/7/29,Shiga,2
2018/7/30,Shiga,8
2018/8/1,Shiga,19
2018/8/2,Shiga,26
2018/8/3,Shiga,22
2018/8/4,Shiga,27
2018/8/5,Shiga,14
2018/8/6,Shiga,21
2018/8/7,Shiga,8
2018/8/8,Shiga,6
2018/8/9,Shiga,8
2018/8/10,Shiga,4
2018/8/11,Shiga,8
2018/8/12,Shiga,10
2018/8/13,Shiga,13
2018/8/14,Shiga,17
2018/8/15,Shiga,1
2018/8/16,Shiga,2
2018/8/17,Shiga,1
2018/8/18,Shiga,5
2018/8/19,Shiga,5
2018/8/20,Shiga,2
2018/8/21,Shiga,9
2018/8/22,Shiga,3
2018/8/23,Shiga,2
2018/8/24,Shiga,5
2018/8/25,Shiga,10
2018/8/26,Shiga,17
2018/8/27,Shiga,4
2018/8/28,Shiga,2
2018/8/29,Shiga,7
2018/8/30,Shiga,3
2018/9/1,Shiga,0
2018/9/2,Shiga,1
2018/9/3,Shiga,3
2018/9/4,Shiga,0
2018/9/5,Shiga,6
2018/9/6,Shiga,1
2018/9/7,Shiga,2
2018/9/8,Shiga,0
2018/9/9,Shiga,0
2018/9/10,Shiga,0
2018/9/11,Shiga,1
2018/9/12,Shiga,0
2018/9/13,Shiga,0
2018/9/14,Shiga,0
2018/9/15,Shiga,0
2018/9/16,Shiga,2
2018/9/17,Shiga,0
2018/9/18,Shiga,2
2018/9/19,Shiga,0
2018/9/20,Shiga,0
2018/9/21,Shiga,0
2018/9/22,Shiga,0
2018/9/23,Shiga,1
2018/9/24,Shiga,1
2018/9/25,Shiga,0
2018/9/26,Shiga,0
2018/9/27,Shiga,1
2018/9/28,Shiga,2
2018/9/29,Shiga,0
2018/9/30,Shiga,0
2019/6/1,Shiga,1
2019/6/2,Shiga,0
2019/6/3,Shiga,2
2019/6/4,Shiga,3
2019/6/5,Shiga,4
2019/6/6,Shiga,2
2019/6/7,Shiga,0
2019/6/8,Shiga,1
2019/6/9,Shiga,1
2019/6/10,Shiga,0
2019/6/11,Shiga,0
2019/6/12,Shiga,0
2019/6/13,Shiga,3
2019/6/14,Shiga,0
2019/6/15,Shiga,0
2019/6/16,Shiga,0
2019/6/17,Shiga,0
2019/6/18,Shiga,0
2019/6/19,Shiga,3
2019/6/20,Shiga,5
2019/6/21,Shiga,1
2019/6/22,Shiga,0
2019/6/23,Shiga,0
2019/6/24,Shiga,6
2019/6/25,Shiga,1
2019/6/26,Shiga,2
2019/6/27,Shiga,3
2019/6/28,Shiga,2
2019/6/29,Shiga,7
2019/6/30,Shiga,0
2019/7/1,Shiga,3
2019/7/2,Shiga,2
2019/7/3,Shiga,3
2019/7/4,Shiga,5
2019/7/5,Shiga,1
2019/7/6,Shiga,3
2019/7/7,Shiga,3
2019/7/8,Shiga,0
2019/7/9,Shiga,0
2019/7/10,Shiga,1
2019/7/11,Shiga,0
2019/7/12,Shiga,4
2019/7/13,Shiga,2
2019/7/14,Shiga,0
2019/7/15,Shiga,2
2019/7/16,Shiga,9
2019/7/17,Shiga,8
2019/7/18,Shiga,0
2019/7/19,Shiga,1
2019/7/20,Shiga,1
2019/7/21,Shiga,1
2019/7/22,Shiga,0
2019/7/23,Shiga,6
2019/7/24,Shiga,8
2019/7/25,Shiga,21
2019/7/26,Shiga,8
2019/7/27,Shiga,0
2019/7/28,Shiga,13
2019/7/29,Shiga,21
2019/7/30,Shiga,23
2019/8/1,Shiga,26
2019/8/2,Shiga,40
2019/8/3,Shiga,33
2019/8/4,Shiga,18
2019/8/5,Shiga,22
2019/8/6,Shiga,10
2019/8/7,Shiga,18
2019/8/8,Shiga,32
2019/8/9,Shiga,23
2019/8/10,Shiga,20
2019/8/11,Shiga,19
2019/8/12,Shiga,6
2019/8/13,Shiga,21
2019/8/14,Shiga,3
2019/8/15,Shiga,3
2019/8/16,Shiga,4
2019/8/17,Shiga,20
2019/8/18,Shiga,11
2019/8/19,Shiga,11
2019/8/20,Shiga,5
2019/8/21,Shiga,10
2019/8/22,Shiga,7
2019/8/23,Shiga,1
2019/8/24,Shiga,2
2019/8/25,Shiga,1
2019/8/26,Shiga,5
2019/8/27,Shiga,0
2019/8/28,Shiga,0
2019/8/29,Shiga,1
2019/8/30,Shiga,1
2019/9/1,Shiga,0
2019/9/2,Shiga,4
2019/9/3,Shiga,8
2019/9/4,Shiga,1
2019/9/5,Shiga,2
2019/9/6,Shiga,1
2019/9/7,Shiga,6
2019/9/8,Shiga,8
2019/9/9,Shiga,9
2019/9/10,Shiga,21
2019/9/11,Shiga,8
2019/9/12,Shiga,2
2019/9/13,Shiga,0
2019/9/14,Shiga,2
2019/9/15,Shiga,2
2019/9/16,Shiga,4
2019/9/17,Shiga,1
2019/9/18,Shiga,1
2019/9/19,Shiga,1
2019/9/20,Shiga,0
2019/9/21,Shiga,0
2019/9/22,Shiga,0
2019/9/23,Shiga,3
2019/9/24,Shiga,0
2019/9/25,Shiga,1
2019/9/26,Shiga,1
2019/9/27,Shiga,0
2019/9/28,Shiga,0
2019/9/29,Shiga,5
2019/9/30,Shiga,1
2015/6/1,Kyoto,10
2015/6/2,Kyoto,6
2015/6/3,Kyoto,0
2015/6/4,Kyoto,1
2015/6/5,Kyoto,0
2015/6/6,Kyoto,1
2015/6/7,Kyoto,2
2015/6/8,Kyoto,1
2015/6/9,Kyoto,0
2015/6/10,Kyoto,6
2015/6/11,Kyoto,0
2015/6/12,Kyoto,5
2015/6/13,Kyoto,6
2015/6/14,Kyoto,2
2015/6/15,Kyoto,5
2015/6/16,Kyoto,1
2015/6/17,Kyoto,4
2015/6/18,Kyoto,1
2015/6/19,Kyoto,1
2015/6/20,Kyoto,3
2015/6/21,Kyoto,2
2015/6/22,Kyoto,2
2015/6/23,Kyoto,7
2015/6/24,Kyoto,6
2015/6/25,Kyoto,2
2015/6/26,Kyoto,0
2015/6/27,Kyoto,1
2015/6/28,Kyoto,1
2015/6/29,Kyoto,3
2015/6/30,Kyoto,1
2015/7/1,Kyoto,1
2015/7/2,Kyoto,1
2015/7/3,Kyoto,6
2015/7/4,Kyoto,0
2015/7/5,Kyoto,0
2015/7/6,Kyoto,0
2015/7/7,Kyoto,1
2015/7/8,Kyoto,0
2015/7/9,Kyoto,4
2015/7/10,Kyoto,19
2015/7/11,Kyoto,30
2015/7/12,Kyoto,36
2015/7/13,Kyoto,46
2015/7/14,Kyoto,43
2015/7/15,Kyoto,40
2015/7/16,Kyoto,5
2015/7/17,Kyoto,3
2015/7/18,Kyoto,9
2015/7/19,Kyoto,21
2015/7/20,Kyoto,26
2015/7/21,Kyoto,22
2015/7/22,Kyoto,6
2015/7/23,Kyoto,3
2015/7/24,Kyoto,26
2015/7/25,Kyoto,29
2015/7/26,Kyoto,36
2015/7/27,Kyoto,28
2015/7/28,Kyoto,20
2015/7/29,Kyoto,32
2015/7/30,Kyoto,18
2015/8/1,Kyoto,117
2015/8/2,Kyoto,83
2015/8/3,Kyoto,76
2015/8/4,Kyoto,61
2015/8/5,Kyoto,54
2015/8/6,Kyoto,39
2015/8/7,Kyoto,46
2015/8/8,Kyoto,43
2015/8/9,Kyoto,28
2015/8/10,Kyoto,28
2015/8/11,Kyoto,14
2015/8/12,Kyoto,16
2015/8/13,Kyoto,12
2015/8/14,Kyoto,11
2015/8/15,Kyoto,16
2015/8/16,Kyoto,7
2015/8/17,Kyoto,5
2015/8/18,Kyoto,16
2015/8/19,Kyoto,2
2015/8/20,Kyoto,3
2015/8/21,Kyoto,4
2015/8/22,Kyoto,8
2015/8/23,Kyoto,12
2015/8/24,Kyoto,7
2015/8/25,Kyoto,2
2015/8/26,Kyoto,2
2015/8/27,Kyoto,7
2015/8/28,Kyoto,2
2015/8/29,Kyoto,3
2015/8/30,Kyoto,1
2015/9/1,Kyoto,0
2015/9/2,Kyoto,6
2015/9/3,Kyoto,2
2015/9/4,Kyoto,3
2015/9/5,Kyoto,2
2015/9/6,Kyoto,0
2015/9/7,Kyoto,0
2015/9/8,Kyoto,0
2015/9/9,Kyoto,0
2015/9/10,Kyoto,1
2015/9/11,Kyoto,1
2015/9/12,Kyoto,1
2015/9/13,Kyoto,2
2015/9/14,Kyoto,1
2015/9/15,Kyoto,0
2015/9/16,Kyoto,0
2015/9/17,Kyoto,0
2015/9/18,Kyoto,1
2015/9/19,Kyoto,0
2015/9/20,Kyoto,1
2015/9/21,Kyoto,1
2015/9/22,Kyoto,1
2015/9/23,Kyoto,1
2015/9/24,Kyoto,0
2015/9/25,Kyoto,0
2015/9/26,Kyoto,0
2015/9/27,Kyoto,1
2015/9/28,Kyoto,4
2015/9/29,Kyoto,0
2015/9/30,Kyoto,0
2016/6/1,Kyoto,2
2016/6/2,Kyoto,0
2016/6/3,Kyoto,1
2016/6/4,Kyoto,0
2016/6/5,Kyoto,1
2016/6/6,Kyoto,2
2016/6/7,Kyoto,0
2016/6/8,Kyoto,5
2016/6/9,Kyoto,2
2016/6/10,Kyoto,9
2016/6/11,Kyoto,21
2016/6/12,Kyoto,2
2016/6/13,Kyoto,1
2016/6/14,Kyoto,1
2016/6/15,Kyoto,9
2016/6/16,Kyoto,0
2016/6/17,Kyoto,3
2016/6/18,Kyoto,14
2016/6/19,Kyoto,2
2016/6/20,Kyoto,6
2016/6/21,Kyoto,4
2016/6/22,Kyoto,4
2016/6/23,Kyoto,4
2016/6/24,Kyoto,1
2016/6/25,Kyoto,0
2016/6/26,Kyoto,4
2016/6/27,Kyoto,6
2016/6/28,Kyoto,0
2016/6/29,Kyoto,1
2016/6/30,Kyoto,9
2016/7/1,Kyoto,27
2016/7/2,Kyoto,32
2016/7/3,Kyoto,21
2016/7/4,Kyoto,22
2016/7/5,Kyoto,46
2016/7/6,Kyoto,35
2016/7/7,Kyoto,22
2016/7/8,Kyoto,8
2016/7/9,Kyoto,4
2016/7/10,Kyoto,30
2016/7/11,Kyoto,22
2016/7/12,Kyoto,12
2016/7/13,Kyoto,9
2016/7/14,Kyoto,19
2016/7/15,Kyoto,4
2016/7/16,Kyoto,10
2016/7/17,Kyoto,20
2016/7/18,Kyoto,21
2016/7/19,Kyoto,13
2016/7/20,Kyoto,12
2016/7/21,Kyoto,15
2016/7/22,Kyoto,10
2016/7/23,Kyoto,22
2016/7/24,Kyoto,11
2016/7/25,Kyoto,6
2016/7/26,Kyoto,2
2016/7/27,Kyoto,8
2016/7/28,Kyoto,12
2016/7/29,Kyoto,13
2016/7/30,Kyoto,18
2016/8/1,Kyoto,30
2016/8/2,Kyoto,18
2016/8/3,Kyoto,19
2016/8/4,Kyoto,18
2016/8/5,Kyoto,36
2016/8/6,Kyoto,49
2016/8/7,Kyoto,52
2016/8/8,Kyoto,42
2016/8/9,Kyoto,23
2016/8/10,Kyoto,21
2016/8/11,Kyoto,14
2016/8/12,Kyoto,23
2016/8/13,Kyoto,31
2016/8/14,Kyoto,14
2016/8/15,Kyoto,11
2016/8/16,Kyoto,22
2016/8/17,Kyoto,6
2016/8/18,Kyoto,21
2016/8/19,Kyoto,42
2016/8/20,Kyoto,36
2016/8/21,Kyoto,30
2016/8/22,Kyoto,22
2016/8/23,Kyoto,13
2016/8/24,Kyoto,13
2016/8/25,Kyoto,20
2016/8/26,Kyoto,13
2016/8/27,Kyoto,8
2016/8/28,Kyoto,2
2016/8/29,Kyoto,5
2016/8/30,Kyoto,2
2016/9/1,Kyoto,4
2016/9/2,Kyoto,9
2016/9/3,Kyoto,3
2016/9/4,Kyoto,11
2016/9/5,Kyoto,9
2016/9/6,Kyoto,10
2016/9/7,Kyoto,15
2016/9/8,Kyoto,2
2016/9/9,Kyoto,1
2016/9/10,Kyoto,4
2016/9/11,Kyoto,3
2016/9/12,Kyoto,1
2016/9/13,Kyoto,1
2016/9/14,Kyoto,0
2016/9/15,Kyoto,0
2016/9/16,Kyoto,1
2016/9/17,Kyoto,3
2016/9/18,Kyoto,0
2016/9/19,Kyoto,0
2016/9/20,Kyoto,0
2016/9/21,Kyoto,0
2016/9/22,Kyoto,0
2016/9/23,Kyoto,0
2016/9/24,Kyoto,0
2016/9/25,Kyoto,3
2016/9/26,Kyoto,3
2016/9/27,Kyoto,2
2016/9/28,Kyoto,0
2016/9/29,Kyoto,0
2016/9/30,Kyoto,0
2017/6/1,Kyoto,3
2017/6/2,Kyoto,0
2017/6/3,Kyoto,4
2017/6/4,Kyoto,6
2017/6/5,Kyoto,0
2017/6/6,Kyoto,1
2017/6/7,Kyoto,0
2017/6/8,Kyoto,0
2017/6/9,Kyoto,3
2017/6/10,Kyoto,5
2017/6/11,Kyoto,0
2017/6/12,Kyoto,0
2017/6/13,Kyoto,2
2017/6/14,Kyoto,5
2017/6/15,Kyoto,4
2017/6/16,Kyoto,2
2017/6/17,Kyoto,6
2017/6/18,Kyoto,2
2017/6/19,Kyoto,8
2017/6/20,Kyoto,7
2017/6/21,Kyoto,0
2017/6/22,Kyoto,1
2017/6/23,Kyoto,10
2017/6/24,Kyoto,5
2017/6/25,Kyoto,2
2017/6/26,Kyoto,4
2017/6/27,Kyoto,6
2017/6/28,Kyoto,2
2017/6/29,Kyoto,4
2017/6/30,Kyoto,3
2017/7/1,Kyoto,18
2017/7/2,Kyoto,28
2017/7/3,Kyoto,23
2017/7/4,Kyoto,11
2017/7/5,Kyoto,6
2017/7/6,Kyoto,7
2017/7/7,Kyoto,10
2017/7/8,Kyoto,20
2017/7/9,Kyoto,6
2017/7/10,Kyoto,19
2017/7/11,Kyoto,36
2017/7/12,Kyoto,25
2017/7/13,Kyoto,29
2017/7/14,Kyoto,29
2017/7/15,Kyoto,37
2017/7/16,Kyoto,36
2017/7/17,Kyoto,23
2017/7/18,Kyoto,12
2017/7/19,Kyoto,22
2017/7/20,Kyoto,27
2017/7/21,Kyoto,23
2017/7/22,Kyoto,37
2017/7/23,Kyoto,27
2017/7/24,Kyoto,27
2017/7/25,Kyoto,11
2017/7/26,Kyoto,16
2017/7/27,Kyoto,19
2017/7/28,Kyoto,25
2017/7/29,Kyoto,14
2017/7/30,Kyoto,16
2017/8/1,Kyoto,21
2017/8/2,Kyoto,12
2017/8/3,Kyoto,18
2017/8/4,Kyoto,18
2017/8/5,Kyoto,30
2017/8/6,Kyoto,38
2017/8/7,Kyoto,5
2017/8/8,Kyoto,1
2017/8/9,Kyoto,27
2017/8/10,Kyoto,30
2017/8/11,Kyoto,14
2017/8/12,Kyoto,6
2017/8/13,Kyoto,8
2017/8/14,Kyoto,6
2017/8/15,Kyoto,4
2017/8/16,Kyoto,13
2017/8/17,Kyoto,24
2017/8/18,Kyoto,15
2017/8/19,Kyoto,23
2017/8/20,Kyoto,28
2017/8/21,Kyoto,25
2017/8/22,Kyoto,23
2017/8/23,Kyoto,15
2017/8/24,Kyoto,32
2017/8/25,Kyoto,19
2017/8/26,Kyoto,6
2017/8/27,Kyoto,15
2017/8/28,Kyoto,11
2017/8/29,Kyoto,11
2017/8/30,Kyoto,1
2017/9/1,Kyoto,2
2017/9/2,Kyoto,1
2017/9/3,Kyoto,1
2017/9/4,Kyoto,3
2017/9/5,Kyoto,0
2017/9/6,Kyoto,1
2017/9/7,Kyoto,3
2017/9/8,Kyoto,1
2017/9/9,Kyoto,2
2017/9/10,Kyoto,4
2017/9/11,Kyoto,1
2017/9/12,Kyoto,1
2017/9/13,Kyoto,2
2017/9/14,Kyoto,0
2017/9/15,Kyoto,0
2017/9/16,Kyoto,0
2017/9/17,Kyoto,0
2017/9/18,Kyoto,0
2017/9/19,Kyoto,0
2017/9/20,Kyoto,1
2017/9/21,Kyoto,0
2017/9/22,Kyoto,0
2017/9/23,Kyoto,0
2017/9/24,Kyoto,1
2017/9/25,Kyoto,0
2017/9/26,Kyoto,2
2017/9/27,Kyoto,0
2017/9/28,Kyoto,0
2017/9/29,Kyoto,0
2017/9/30,Kyoto,1
2018/6/1,Kyoto,1
2018/6/2,Kyoto,9
2018/6/3,Kyoto,17
2018/6/4,Kyoto,9
2018/6/5,Kyoto,1
2018/6/6,Kyoto,0
2018/6/7,Kyoto,7
2018/6/8,Kyoto,3
2018/6/9,Kyoto,3
2018/6/10,Kyoto,1
2018/6/11,Kyoto,2
2018/6/12,Kyoto,1
2018/6/13,Kyoto,1
2018/6/14,Kyoto,3
2018/6/15,Kyoto,0
2018/6/16,Kyoto,3
2018/6/17,Kyoto,7
2018/6/18,Kyoto,0
2018/6/19,Kyoto,1
2018/6/20,Kyoto,0
2018/6/21,Kyoto,2
2018/6/22,Kyoto,7
2018/6/23,Kyoto,0
2018/6/24,Kyoto,5
2018/6/25,Kyoto,25
2018/6/26,Kyoto,22
2018/6/27,Kyoto,15
2018/6/28,Kyoto,17
2018/6/29,Kyoto,3
2018/6/30,Kyoto,10
2018/7/1,Kyoto,21
2018/7/2,Kyoto,27
2018/7/3,Kyoto,12
2018/7/4,Kyoto,3
2018/7/5,Kyoto,3
2018/7/6,Kyoto,0
2018/7/7,Kyoto,0
2018/7/8,Kyoto,20
2018/7/9,Kyoto,25
2018/7/10,Kyoto,42
2018/7/11,Kyoto,34
2018/7/12,Kyoto,15
2018/7/13,Kyoto,29
2018/7/14,Kyoto,57
2018/7/15,Kyoto,119
2018/7/16,Kyoto,119
2018/7/17,Kyoto,132
2018/7/18,Kyoto,123
2018/7/19,Kyoto,116
2018/7/20,Kyoto,119
2018/7/21,Kyoto,122
2018/7/22,Kyoto,106
2018/7/23,Kyoto,109
2018/7/24,Kyoto,99
2018/7/25,Kyoto,66
2018/7/26,Kyoto,79
2018/7/27,Kyoto,28
2018/7/28,Kyoto,13
2018/7/29,Kyoto,22
2018/7/30,Kyoto,21
2018/8/1,Kyoto,39
2018/8/2,Kyoto,42
2018/8/3,Kyoto,52
2018/8/4,Kyoto,45
2018/8/5,Kyoto,62
2018/8/6,Kyoto,29
2018/8/7,Kyoto,22
2018/8/8,Kyoto,7
2018/8/9,Kyoto,9
2018/8/10,Kyoto,18
2018/8/11,Kyoto,33
2018/8/12,Kyoto,28
2018/8/13,Kyoto,39
2018/8/14,Kyoto,28
2018/8/15,Kyoto,12
2018/8/16,Kyoto,10
2018/8/17,Kyoto,6
2018/8/18,Kyoto,8
2018/8/19,Kyoto,7
2018/8/20,Kyoto,1
2018/8/21,Kyoto,17
2018/8/22,Kyoto,22
2018/8/23,Kyoto,8
2018/8/24,Kyoto,10
2018/8/25,Kyoto,27
2018/8/26,Kyoto,24
2018/8/27,Kyoto,28
2018/8/28,Kyoto,9
2018/8/29,Kyoto,15
2018/8/30,Kyoto,14
2018/9/1,Kyoto,0
2018/9/2,Kyoto,4
2018/9/3,Kyoto,8
2018/9/4,Kyoto,0
2018/9/5,Kyoto,4
2018/9/6,Kyoto,3
2018/9/7,Kyoto,1
2018/9/8,Kyoto,1
2018/9/9,Kyoto,0
2018/9/10,Kyoto,0
2018/9/11,Kyoto,0
2018/9/12,Kyoto,0
2018/9/13,Kyoto,1
2018/9/14,Kyoto,0
2018/9/15,Kyoto,1
2018/9/16,Kyoto,3
2018/9/17,Kyoto,1
2018/9/18,Kyoto,1
2018/9/19,Kyoto,0
2018/9/20,Kyoto,0
2018/9/21,Kyoto,1
2018/9/22,Kyoto,0
2018/9/23,Kyoto,0
2018/9/24,Kyoto,0
2018/9/25,Kyoto,0
2018/9/26,Kyoto,0
2018/9/27,Kyoto,0
2018/9/28,Kyoto,1
2018/9/29,Kyoto,0
2018/9/30,Kyoto,0
2019/6/1,Kyoto,2
2019/6/2,Kyoto,1
2019/6/3,Kyoto,7
2019/6/4,Kyoto,5
2019/6/5,Kyoto,12
2019/6/6,Kyoto,11
2019/6/7,Kyoto,1
2019/6/8,Kyoto,0
2019/6/9,Kyoto,2
2019/6/10,Kyoto,1
2019/6/11,Kyoto,2
2019/6/12,Kyoto,0
2019/6/13,Kyoto,6
2019/6/14,Kyoto,2
2019/6/15,Kyoto,0
2019/6/16,Kyoto,1
2019/6/17,Kyoto,0
2019/6/18,Kyoto,2
2019/6/19,Kyoto,4
2019/6/20,Kyoto,9
2019/6/21,Kyoto,9
2019/6/22,Kyoto,5
2019/6/23,Kyoto,1
2019/6/24,Kyoto,3
2019/6/25,Kyoto,2
2019/6/26,Kyoto,9
2019/6/27,Kyoto,3
2019/6/28,Kyoto,4
2019/6/29,Kyoto,14
2019/6/30,Kyoto,3
2019/7/1,Kyoto,3
2019/7/2,Kyoto,5
2019/7/3,Kyoto,6
2019/7/4,Kyoto,4
2019/7/5,Kyoto,3
2019/7/6,Kyoto,2
2019/7/7,Kyoto,13
2019/7/8,Kyoto,9
2019/7/9,Kyoto,1
2019/7/10,Kyoto,6
2019/7/11,Kyoto,0
2019/7/12,Kyoto,4
2019/7/13,Kyoto,3
2019/7/14,Kyoto,0
2019/7/15,Kyoto,4
2019/7/16,Kyoto,14
2019/7/17,Kyoto,31
2019/7/18,Kyoto,7
2019/7/19,Kyoto,1
2019/7/20,Kyoto,8
2019/7/21,Kyoto,16
2019/7/22,Kyoto,2
2019/7/23,Kyoto,8
2019/7/24,Kyoto,28
2019/7/25,Kyoto,40
2019/7/26,Kyoto,20
2019/7/27,Kyoto,2
2019/7/28,Kyoto,31
2019/7/29,Kyoto,42
2019/7/30,Kyoto,58
2019/8/1,Kyoto,66
2019/8/2,Kyoto,81
2019/8/3,Kyoto,86
2019/8/4,Kyoto,59
2019/8/5,Kyoto,51
2019/8/6,Kyoto,41
2019/8/7,Kyoto,51
2019/8/8,Kyoto,47
2019/8/9,Kyoto,53
2019/8/10,Kyoto,46
2019/8/11,Kyoto,41
2019/8/12,Kyoto,44
2019/8/13,Kyoto,32
2019/8/14,Kyoto,16
2019/8/15,Kyoto,4
2019/8/16,Kyoto,13
2019/8/17,Kyoto,31
2019/8/18,Kyoto,30
2019/8/19,Kyoto,15
2019/8/20,Kyoto,10
2019/8/21,Kyoto,20
2019/8/22,Kyoto,13
2019/8/23,Kyoto,1
2019/8/24,Kyoto,7
2019/8/25,Kyoto,4
2019/8/26,Kyoto,10
2019/8/27,Kyoto,4
2019/8/28,Kyoto,0
2019/8/29,Kyoto,7
2019/8/30,Kyoto,0
2019/9/1,Kyoto,2
2019/9/2,Kyoto,8
2019/9/3,Kyoto,13
2019/9/4,Kyoto,6
2019/9/5,Kyoto,6
2019/9/6,Kyoto,16
2019/9/7,Kyoto,9
2019/9/8,Kyoto,18
2019/9/9,Kyoto,20
2019/9/10,Kyoto,16
2019/9/11,Kyoto,4
2019/9/12,Kyoto,5
2019/9/13,Kyoto,0
2019/9/14,Kyoto,6
2019/9/15,Kyoto,8
2019/9/16,Kyoto,1
2019/9/17,Kyoto,3
2019/9/18,Kyoto,1
2019/9/19,Kyoto,1
2019/9/20,Kyoto,0
2019/9/21,Kyoto,1
2019/9/22,Kyoto,0
2019/9/23,Kyoto,0
2019/9/24,Kyoto,0
2019/9/25,Kyoto,0
2019/9/26,Kyoto,1
2019/9/27,Kyoto,0
2019/9/28,Kyoto,2
2019/9/29,Kyoto,6
2019/9/30,Kyoto,1
2015/6/1,Osaka,10
2015/6/2,Osaka,13
2015/6/3,Osaka,3
2015/6/4,Osaka,4
2015/6/5,Osaka,0
2015/6/6,Osaka,2
2015/6/7,Osaka,6
2015/6/8,Osaka,1
2015/6/9,Osaka,0
2015/6/10,Osaka,9
2015/6/11,Osaka,0
2015/6/12,Osaka,11
2015/6/13,Osaka,14
2015/6/14,Osaka,6
2015/6/15,Osaka,11
2015/6/16,Osaka,1
2015/6/17,Osaka,12
2015/6/18,Osaka,1
2015/6/19,Osaka,2
2015/6/20,Osaka,8
2015/6/21,Osaka,7
2015/6/22,Osaka,4
2015/6/23,Osaka,8
2015/6/24,Osaka,9
2015/6/25,Osaka,16
2015/6/26,Osaka,0
2015/6/27,Osaka,1
2015/6/28,Osaka,2
2015/6/29,Osaka,8
2015/6/30,Osaka,4
2015/7/1,Osaka,4
2015/7/2,Osaka,6
2015/7/3,Osaka,3
2015/7/4,Osaka,1
2015/7/5,Osaka,0
2015/7/6,Osaka,3
2015/7/7,Osaka,1
2015/7/8,Osaka,3
2015/7/9,Osaka,16
2015/7/10,Osaka,53
2015/7/11,Osaka,57
2015/7/12,Osaka,82
2015/7/13,Osaka,87
2015/7/14,Osaka,100
2015/7/15,Osaka,93
2015/7/16,Osaka,17
2015/7/17,Osaka,3
2015/7/18,Osaka,25
2015/7/19,Osaka,41
2015/7/20,Osaka,56
2015/7/21,Osaka,56
2015/7/22,Osaka,14
2015/7/23,Osaka,14
2015/7/24,Osaka,63
2015/7/25,Osaka,85
2015/7/26,Osaka,71
2015/7/27,Osaka,82
2015/7/28,Osaka,67
2015/7/29,Osaka,71
2015/7/30,Osaka,104
2015/8/1,Osaka,268
2015/8/2,Osaka,187
2015/8/3,Osaka,150
2015/8/4,Osaka,141
2015/8/5,Osaka,175
2015/8/6,Osaka,124
2015/8/7,Osaka,134
2015/8/8,Osaka,116
2015/8/9,Osaka,80
2015/8/10,Osaka,93
2015/8/11,Osaka,70
2015/8/12,Osaka,36
2015/8/13,Osaka,20
2015/8/14,Osaka,26
2015/8/15,Osaka,28
2015/8/16,Osaka,21
2015/8/17,Osaka,15
2015/8/18,Osaka,50
2015/8/19,Osaka,8
2015/8/20,Osaka,12
2015/8/21,Osaka,31
2015/8/22,Osaka,25
2015/8/23,Osaka,12
2015/8/24,Osaka,15
2015/8/25,Osaka,2
2015/8/26,Osaka,11
2015/8/27,Osaka,23
2015/8/28,Osaka,10
2015/8/29,Osaka,9
2015/8/30,Osaka,2
2015/9/1,Osaka,12
2015/9/2,Osaka,5
2015/9/3,Osaka,4
2015/9/4,Osaka,3
2015/9/5,Osaka,6
2015/9/6,Osaka,1
2015/9/7,Osaka,1
2015/9/8,Osaka,1
2015/9/9,Osaka,0
2015/9/10,Osaka,1
2015/9/11,Osaka,2
2015/9/12,Osaka,5
2015/9/13,Osaka,1
2015/9/14,Osaka,1
2015/9/15,Osaka,4
2015/9/16,Osaka,0
2015/9/17,Osaka,0
2015/9/18,Osaka,1
2015/9/19,Osaka,14
2015/9/20,Osaka,9
2015/9/21,Osaka,2
2015/9/22,Osaka,2
2015/9/23,Osaka,1
2015/9/24,Osaka,0
2015/9/25,Osaka,0
2015/9/26,Osaka,2
2015/9/27,Osaka,3
2015/9/28,Osaka,3
2015/9/29,Osaka,0
2015/9/30,Osaka,0
2016/6/1,Osaka,1
2016/6/2,Osaka,2
2016/6/3,Osaka,5
2016/6/4,Osaka,2
2016/6/5,Osaka,1
2016/6/6,Osaka,3
2016/6/7,Osaka,1
2016/6/8,Osaka,8
