Date,Prefecturename,HSAD
2015/6/11,Iwate,2
2015/6/12,Iwate,2
2015/6/13,Iwate,1
2015/6/14,Iwate,4
2015/6/15,Iwate,0
2015/6/16,Iwate,1
2015/6/17,Iwate,0
2015/6/18,Iwate,0
2015/6/19,Iwate,1
2015/6/20,Iwate,2
2015/6/21,Iwate,2
2015/6/22,Iwate,1
2015/6/23,Iwate,2
2015/6/24,Iwate,1
2015/6/25,Iwate,0
2015/6/26,Iwate,4
2015/6/27,Iwate,0
2015/6/28,Iwate,0
2015/6/29,Iwate,1
2015/6/30,Iwate,0
2015/7/1,Iwate,0
2015/7/2,Iwate,3
2015/7/3,Iwate,1
2015/7/4,Iwate,1
2015/7/5,Iwate,3
2015/7/6,Iwate,0
2015/7/7,Iwate,1
2015/7/8,Iwate,0
2015/7/9,Iwate,0
2015/7/10,Iwate,5
2015/7/11,Iwate,5
2015/7/12,Iwate,14
2015/7/13,Iwate,14
2015/7/14,Iwate,24
2015/7/15,Iwate,18
2015/7/16,Iwate,7
2015/7/17,Iwate,4
2015/7/18,Iwate,2
2015/7/19,Iwate,3
2015/7/20,Iwate,4
2015/7/21,Iwate,16
2015/7/22,Iwate,26
2015/7/23,Iwate,6
2015/7/24,Iwate,3
2015/7/25,Iwate,2
2015/7/26,Iwate,9
2015/7/27,Iwate,17
2015/7/28,Iwate,6
2015/7/29,Iwate,16
2015/7/30,Iwate,20
2015/8/1,Iwate,16
2015/8/2,Iwate,20
2015/8/3,Iwate,14
2015/8/4,Iwate,11
2015/8/5,Iwate,31
2015/8/6,Iwate,21
2015/8/7,Iwate,19
2015/8/8,Iwate,12
2015/8/9,Iwate,4
2015/8/10,Iwate,9
2015/8/11,Iwate,4
2015/8/12,Iwate,2
2015/8/13,Iwate,2
2015/8/14,Iwate,0
2015/8/15,Iwate,2
2015/8/16,Iwate,4
2015/8/17,Iwate,3
2015/8/18,Iwate,2
2015/8/19,Iwate,0
2015/8/20,Iwate,4
2015/8/21,Iwate,1
2015/8/22,Iwate,1
2015/8/23,Iwate,0
2015/8/24,Iwate,0
2015/8/25,Iwate,0
2015/8/26,Iwate,0
2015/8/27,Iwate,0
2015/8/28,Iwate,1
2015/8/29,Iwate,0
2015/8/30,Iwate,1
2015/9/1,Iwate,1
2015/9/2,Iwate,1
2015/9/3,Iwate,0
2015/9/4,Iwate,1
2015/9/5,Iwate,1
2015/9/6,Iwate,0
2015/9/7,Iwate,0
2015/9/8,Iwate,0
2015/9/9,Iwate,0
2015/9/10,Iwate,0
2015/9/11,Iwate,0
2015/9/12,Iwate,0
2015/9/13,Iwate,0
2015/9/14,Iwate,0
2015/9/15,Iwate,0
2015/9/16,Iwate,0
2015/9/17,Iwate,0
2015/9/18,Iwate,0
2015/9/19,Iwate,0
2015/9/20,Iwate,0
2015/9/21,Iwate,2
2015/9/22,Iwate,0
2015/9/23,Iwate,0
2015/9/24,Iwate,1
2015/9/25,Iwate,0
2015/9/26,Iwate,0
2015/9/27,Iwate,2
2015/9/28,Iwate,0
2015/9/29,Iwate,0
2015/9/30,Iwate,0
2016/6/1,Iwate,0
2016/6/2,Iwate,0
2016/6/3,Iwate,0
2016/6/4,Iwate,0
2016/6/5,Iwate,2
2016/6/6,Iwate,1
2016/6/7,Iwate,0
2016/6/8,Iwate,1
2016/6/9,Iwate,0
2016/6/10,Iwate,1
2016/6/11,Iwate,5
2016/6/12,Iwate,6
2016/6/13,Iwate,0
2016/6/14,Iwate,0
2016/6/15,Iwate,1
2016/6/16,Iwate,0
2016/6/17,Iwate,0
2016/6/18,Iwate,2
2016/6/19,Iwate,0
2016/6/20,Iwate,0
2016/6/21,Iwate,1
2016/6/22,Iwate,0
2016/6/23,Iwate,0
2016/6/24,Iwate,1
2016/6/25,Iwate,0
2016/6/26,Iwate,0
2016/6/27,Iwate,3
2016/6/28,Iwate,0
2016/6/29,Iwate,4
2016/6/30,Iwate,0
2016/7/1,Iwate,3
2016/7/2,Iwate,0
2016/7/3,Iwate,1
2016/7/4,Iwate,2
2016/7/5,Iwate,0
2016/7/6,Iwate,0
2016/7/7,Iwate,0
2016/7/8,Iwate,1
2016/7/9,Iwate,2
2016/7/10,Iwate,4
2016/7/11,Iwate,3
2016/7/12,Iwate,7
2016/7/13,Iwate,3
2016/7/14,Iwate,2
2016/7/15,Iwate,3
2016/7/16,Iwate,1
2016/7/17,Iwate,0
2016/7/18,Iwate,5
2016/7/19,Iwate,3
2016/7/20,Iwate,2
2016/7/21,Iwate,2
2016/7/22,Iwate,3
2016/7/23,Iwate,2
2016/7/24,Iwate,4
2016/7/25,Iwate,3
2016/7/26,Iwate,3
2016/7/27,Iwate,2
2016/7/28,Iwate,7
2016/7/29,Iwate,9
2016/7/30,Iwate,10
2016/8/1,Iwate,13
2016/8/2,Iwate,8
2016/8/3,Iwate,6
2016/8/4,Iwate,12
2016/8/5,Iwate,13
2016/8/6,Iwate,16
2016/8/7,Iwate,21
2016/8/8,Iwate,18
2016/8/9,Iwate,2
2016/8/10,Iwate,7
2016/8/11,Iwate,6
2016/8/12,Iwate,5
2016/8/13,Iwate,6
2016/8/14,Iwate,2
2016/8/15,Iwate,3
2016/8/16,Iwate,8
2016/8/17,Iwate,1
2016/8/18,Iwate,1
2016/8/19,Iwate,13
2016/8/20,Iwate,11
2016/8/21,Iwate,11
2016/8/22,Iwate,3
2016/8/23,Iwate,6
2016/8/24,Iwate,8
2016/8/25,Iwate,2
2016/8/26,Iwate,1
2016/8/27,Iwate,0
2016/8/28,Iwate,1
2016/8/29,Iwate,5
2016/8/30,Iwate,1
2016/9/1,Iwate,6
2016/9/2,Iwate,3
2016/9/3,Iwate,1
2016/9/4,Iwate,4
2016/9/5,Iwate,7
2016/9/6,Iwate,5
2016/9/7,Iwate,2
2016/9/8,Iwate,0
2016/9/9,Iwate,1
2016/9/10,Iwate,0
2016/9/11,Iwate,0
2016/9/12,Iwate,1
2016/9/13,Iwate,0
2016/9/14,Iwate,0
2016/9/15,Iwate,1
2016/9/16,Iwate,0
2016/9/17,Iwate,1
2016/9/18,Iwate,0
2016/9/19,Iwate,0
2016/9/20,Iwate,0
2016/9/21,Iwate,0
2016/9/22,Iwate,0
2016/9/23,Iwate,0
2016/9/24,Iwate,0
2016/9/25,Iwate,1
2016/9/26,Iwate,2
2016/9/27,Iwate,0
2016/9/28,Iwate,0
2016/9/29,Iwate,0
2016/9/30,Iwate,0
2017/6/1,Iwate,0
2017/6/2,Iwate,0
2017/6/3,Iwate,0
2017/6/4,Iwate,0
2017/6/5,Iwate,0
2017/6/6,Iwate,2
2017/6/7,Iwate,0
2017/6/8,Iwate,0
2017/6/9,Iwate,2
2017/6/10,Iwate,0
2017/6/11,Iwate,0
2017/6/12,Iwate,0
2017/6/13,Iwate,0
2017/6/14,Iwate,1
2017/6/15,Iwate,0
2017/6/16,Iwate,1
2017/6/17,Iwate,1
2017/6/18,Iwate,1
2017/6/19,Iwate,1
2017/6/20,Iwate,4
2017/6/21,Iwate,0
2017/6/22,Iwate,0
2017/6/23,Iwate,2
2017/6/24,Iwate,4
2017/6/25,Iwate,0
2017/6/26,Iwate,1
2017/6/27,Iwate,1
2017/6/28,Iwate,1
2017/6/29,Iwate,5
2017/6/30,Iwate,5
2017/7/1,Iwate,4
2017/7/2,Iwate,4
2017/7/3,Iwate,0
2017/7/4,Iwate,1
2017/7/5,Iwate,0
2017/7/6,Iwate,7
2017/7/7,Iwate,9
2017/7/8,Iwate,10
2017/7/9,Iwate,24
2017/7/10,Iwate,53
2017/7/11,Iwate,22
2017/7/12,Iwate,25
2017/7/13,Iwate,11
2017/7/14,Iwate,25
2017/7/15,Iwate,23
2017/7/16,Iwate,8
2017/7/17,Iwate,7
2017/7/18,Iwate,1
2017/7/19,Iwate,3
2017/7/20,Iwate,4
2017/7/21,Iwate,15
2017/7/22,Iwate,10
2017/7/23,Iwate,0
2017/7/24,Iwate,2
2017/7/25,Iwate,2
2017/7/26,Iwate,4
2017/7/27,Iwate,5
2017/7/28,Iwate,1
2017/7/29,Iwate,0
2017/7/30,Iwate,4
2017/8/1,Iwate,4
2017/8/2,Iwate,3
2017/8/3,Iwate,2
2017/8/4,Iwate,0
2017/8/5,Iwate,7
2017/8/6,Iwate,13
2017/8/7,Iwate,3
2017/8/8,Iwate,2
2017/8/9,Iwate,0
2017/8/10,Iwate,0
2017/8/11,Iwate,0
2017/8/12,Iwate,1
2017/8/13,Iwate,2
2017/8/14,Iwate,0
2017/8/15,Iwate,0
2017/8/16,Iwate,1
2017/8/17,Iwate,0
2017/8/18,Iwate,0
2017/8/19,Iwate,0
2017/8/20,Iwate,0
2017/8/21,Iwate,1
2017/8/22,Iwate,1
2017/8/23,Iwate,1
2017/8/24,Iwate,3
2017/8/25,Iwate,5
2017/8/26,Iwate,4
2017/8/27,Iwate,3
2017/8/28,Iwate,0
2017/8/29,Iwate,1
2017/8/30,Iwate,0
2017/9/1,Iwate,0
2017/9/2,Iwate,0
2017/9/3,Iwate,3
2017/9/4,Iwate,2
2017/9/5,Iwate,0
2017/9/6,Iwate,0
2017/9/7,Iwate,0
2017/9/8,Iwate,2
2017/9/9,Iwate,2
2017/9/10,Iwate,0
2017/9/11,Iwate,0
2017/9/12,Iwate,0
2017/9/13,Iwate,0
2017/9/14,Iwate,0
2017/9/15,Iwate,0
2017/9/16,Iwate,1
2017/9/17,Iwate,0
2017/9/18,Iwate,0
2017/9/19,Iwate,0
2017/9/20,Iwate,0
2017/9/21,Iwate,0
2017/9/22,Iwate,0
2017/9/23,Iwate,0
2017/9/24,Iwate,1
2017/9/25,Iwate,0
2017/9/26,Iwate,1
2017/9/27,Iwate,0
2017/9/28,Iwate,0
2017/9/29,Iwate,0
2017/9/30,Iwate,0
2018/6/1,Iwate,0
2018/6/2,Iwate,2
2018/6/3,Iwate,10
2018/6/4,Iwate,4
2018/6/5,Iwate,2
2018/6/6,Iwate,1
2018/6/7,Iwate,1
2018/6/8,Iwate,0
2018/6/9,Iwate,1
2018/6/10,Iwate,0
2018/6/11,Iwate,0
2018/6/12,Iwate,0
2018/6/13,Iwate,0
2018/6/14,Iwate,0
2018/6/15,Iwate,0
2018/6/16,Iwate,0
2018/6/17,Iwate,0
2018/6/18,Iwate,1
2018/6/19,Iwate,2
2018/6/20,Iwate,0
2018/6/21,Iwate,3
2018/6/22,Iwate,1
2018/6/23,Iwate,3
2018/6/24,Iwate,6
2018/6/25,Iwate,0
2018/6/26,Iwate,2
2018/6/27,Iwate,1
2018/6/28,Iwate,1
2018/6/29,Iwate,18
2018/6/30,Iwate,12
2018/7/1,Iwate,14
2018/7/2,Iwate,36
2018/7/3,Iwate,23
2018/7/4,Iwate,2
2018/7/5,Iwate,4
2018/7/6,Iwate,0
2018/7/7,Iwate,0
2018/7/8,Iwate,1
2018/7/9,Iwate,11
2018/7/10,Iwate,14
2018/7/11,Iwate,2
2018/7/12,Iwate,1
2018/7/13,Iwate,1
2018/7/14,Iwate,12
2018/7/15,Iwate,10
2018/7/16,Iwate,5
2018/7/17,Iwate,5
2018/7/18,Iwate,8
2018/7/19,Iwate,29
2018/7/20,Iwate,26
2018/7/21,Iwate,26
2018/7/22,Iwate,13
2018/7/23,Iwate,6
2018/7/24,Iwate,10
2018/7/25,Iwate,16
2018/7/26,Iwate,18
2018/7/27,Iwate,6
2018/7/28,Iwate,12
2018/7/29,Iwate,4
2018/7/30,Iwate,23
2018/8/1,Iwate,20
2018/8/2,Iwate,15
2018/8/3,Iwate,11
2018/8/4,Iwate,5
2018/8/5,Iwate,1
2018/8/6,Iwate,2
2018/8/7,Iwate,1
2018/8/8,Iwate,6
2018/8/9,Iwate,3
2018/8/10,Iwate,13
2018/8/11,Iwate,5
2018/8/12,Iwate,8
2018/8/13,Iwate,15
2018/8/14,Iwate,7
2018/8/15,Iwate,6
2018/8/16,Iwate,1
2018/8/17,Iwate,0
2018/8/18,Iwate,2
2018/8/19,Iwate,2
2018/8/20,Iwate,3
2018/8/21,Iwate,8
2018/8/22,Iwate,37
2018/8/23,Iwate,40
2018/8/24,Iwate,4
2018/8/25,Iwate,6
2018/8/26,Iwate,3
2018/8/27,Iwate,1
2018/8/28,Iwate,2
2018/8/29,Iwate,0
2018/8/30,Iwate,0
2018/9/1,Iwate,0
2018/9/2,Iwate,3
2018/9/3,Iwate,1
2018/9/4,Iwate,0
2018/9/5,Iwate,2
2018/9/6,Iwate,2
2018/9/7,Iwate,0
2018/9/8,Iwate,0
2018/9/9,Iwate,0
2018/9/10,Iwate,0
2018/9/11,Iwate,0
2018/9/12,Iwate,0
2018/9/13,Iwate,0
2018/9/14,Iwate,3
2018/9/15,Iwate,0
2018/9/16,Iwate,1
2018/9/17,Iwate,0
2018/9/18,Iwate,0
2018/9/19,Iwate,0
2018/9/20,Iwate,1
2018/9/21,Iwate,0
2018/9/22,Iwate,0
2018/9/23,Iwate,2
2018/9/24,Iwate,1
2018/9/25,Iwate,0
2018/9/26,Iwate,0
2018/9/27,Iwate,1
2018/9/28,Iwate,0
2018/9/29,Iwate,0
2018/9/30,Iwate,0
2019/6/1,Iwate,1
2019/6/2,Iwate,3
2019/6/3,Iwate,3
2019/6/4,Iwate,4
2019/6/5,Iwate,5
2019/6/6,Iwate,2
2019/6/7,Iwate,0
2019/6/8,Iwate,0
2019/6/9,Iwate,2
2019/6/10,Iwate,0
2019/6/11,Iwate,0
2019/6/12,Iwate,0
2019/6/13,Iwate,1
2019/6/14,Iwate,2
2019/6/15,Iwate,0
2019/6/16,Iwate,1
2019/6/17,Iwate,0
2019/6/18,Iwate,0
2019/6/19,Iwate,0
2019/6/20,Iwate,2
2019/6/21,Iwate,2
2019/6/22,Iwate,0
2019/6/23,Iwate,1
2019/6/24,Iwate,1
2019/6/25,Iwate,1
2019/6/26,Iwate,4
2019/6/27,Iwate,0
2019/6/28,Iwate,1
2019/6/29,Iwate,0
2019/6/30,Iwate,0
2019/7/1,Iwate,2
2019/7/2,Iwate,1
2019/7/3,Iwate,2
2019/7/4,Iwate,1
2019/7/5,Iwate,0
2019/7/6,Iwate,1
2019/7/7,Iwate,1
2019/7/8,Iwate,1
2019/7/9,Iwate,0
2019/7/10,Iwate,0
2019/7/11,Iwate,1
2019/7/12,Iwate,0
2019/7/13,Iwate,5
2019/7/14,Iwate,0
2019/7/15,Iwate,1
2019/7/16,Iwate,3
2019/7/17,Iwate,1
2019/7/18,Iwate,3
2019/7/19,Iwate,3
2019/7/20,Iwate,6
2019/7/21,Iwate,4
2019/7/22,Iwate,0
2019/7/23,Iwate,0
2019/7/24,Iwate,8
2019/7/25,Iwate,14
2019/7/26,Iwate,16
2019/7/27,Iwate,21
2019/7/28,Iwate,35
2019/7/29,Iwate,29
2019/7/30,Iwate,13
2019/8/1,Iwate,42
2019/8/2,Iwate,48
2019/8/3,Iwate,41
2019/8/4,Iwate,26
2019/8/5,Iwate,30
2019/8/6,Iwate,33
2019/8/7,Iwate,40
2019/8/8,Iwate,26
2019/8/9,Iwate,11
2019/8/10,Iwate,7
2019/8/11,Iwate,6
2019/8/12,Iwate,6
2019/8/13,Iwate,10
2019/8/14,Iwate,5
2019/8/15,Iwate,10
2019/8/16,Iwate,5
2019/8/17,Iwate,9
2019/8/18,Iwate,14
2019/8/19,Iwate,5
2019/8/20,Iwate,2
2019/8/21,Iwate,5
2019/8/22,Iwate,2
2019/8/23,Iwate,0
2019/8/24,Iwate,2
2019/8/25,Iwate,3
2019/8/26,Iwate,1
2019/8/27,Iwate,1
2019/8/28,Iwate,0
2019/8/29,Iwate,3
2019/8/30,Iwate,0
2019/9/1,Iwate,2
2019/9/2,Iwate,0
2019/9/3,Iwate,0
2019/9/4,Iwate,0
2019/9/5,Iwate,2
2019/9/6,Iwate,6
2019/9/7,Iwate,1
2019/9/8,Iwate,7
2019/9/9,Iwate,12
2019/9/10,Iwate,7
2019/9/11,Iwate,0
2019/9/12,Iwate,0
2019/9/13,Iwate,0
2019/9/14,Iwate,2
2019/9/15,Iwate,2
2019/9/16,Iwate,0
2019/9/17,Iwate,1
2019/9/18,Iwate,0
2019/9/19,Iwate,1
2019/9/20,Iwate,0
2019/9/21,Iwate,1
2019/9/22,Iwate,1
2019/9/23,Iwate,0
2019/9/24,Iwate,0
2019/9/25,Iwate,0
2019/9/26,Iwate,0
2019/9/27,Iwate,0
2019/9/28,Iwate,2
2019/9/29,Iwate,0
2019/9/30,Iwate,0
2015/6/1,Miyagi,3
2015/6/2,Miyagi,5
2015/6/3,Miyagi,1
2015/6/4,Miyagi,0
2015/6/5,Miyagi,0
2015/6/6,Miyagi,0
2015/6/7,Miyagi,2
2015/6/8,Miyagi,2
2015/6/9,Miyagi,0
2015/6/10,Miyagi,0
2015/6/11,Miyagi,3
2015/6/12,Miyagi,1
2015/6/13,Miyagi,2
2015/6/14,Miyagi,1
2015/6/15,Miyagi,3
2015/6/16,Miyagi,0
2015/6/17,Miyagi,1
2015/6/18,Miyagi,0
2015/6/19,Miyagi,0
2015/6/20,Miyagi,2
2015/6/21,Miyagi,2
2015/6/22,Miyagi,2
2015/6/23,Miyagi,0
2015/6/24,Miyagi,2
2015/6/25,Miyagi,2
2015/6/26,Miyagi,1
2015/6/27,Miyagi,0
2015/6/28,Miyagi,0
2015/6/29,Miyagi,0
2015/6/30,Miyagi,0
2015/7/1,Miyagi,0
2015/7/2,Miyagi,1
2015/7/3,Miyagi,2
2015/7/4,Miyagi,1
2015/7/5,Miyagi,1
2015/7/6,Miyagi,0
2015/7/7,Miyagi,1
2015/7/8,Miyagi,1
2015/7/9,Miyagi,1
2015/7/10,Miyagi,5
2015/7/11,Miyagi,16
2015/7/12,Miyagi,22
2015/7/13,Miyagi,23
2015/7/14,Miyagi,60
2015/7/15,Miyagi,45
2015/7/16,Miyagi,5
2015/7/17,Miyagi,19
2015/7/18,Miyagi,6
2015/7/19,Miyagi,25
2015/7/20,Miyagi,10
2015/7/21,Miyagi,25
2015/7/22,Miyagi,42
2015/7/23,Miyagi,18
2015/7/24,Miyagi,20
2015/7/25,Miyagi,13
2015/7/26,Miyagi,17
2015/7/27,Miyagi,38
2015/7/28,Miyagi,30
2015/7/29,Miyagi,25
2015/7/30,Miyagi,17
2015/8/1,Miyagi,60
2015/8/2,Miyagi,40
2015/8/3,Miyagi,47
2015/8/4,Miyagi,37
2015/8/5,Miyagi,62
2015/8/6,Miyagi,72
2015/8/7,Miyagi,37
2015/8/8,Miyagi,11
2015/8/9,Miyagi,12
2015/8/10,Miyagi,14
2015/8/11,Miyagi,12
2015/8/12,Miyagi,6
2015/8/13,Miyagi,1
2015/8/14,Miyagi,3
2015/8/15,Miyagi,7
2015/8/16,Miyagi,2
2015/8/17,Miyagi,2
2015/8/18,Miyagi,8
2015/8/19,Miyagi,10
2015/8/20,Miyagi,1
2015/8/21,Miyagi,3
2015/8/22,Miyagi,4
2015/8/23,Miyagi,0
2015/8/24,Miyagi,0
2015/8/25,Miyagi,0
2015/8/26,Miyagi,0
2015/8/27,Miyagi,0
2015/8/28,Miyagi,0
2015/8/29,Miyagi,0
2015/8/30,Miyagi,0
2015/9/1,Miyagi,0
2015/9/2,Miyagi,11
2015/9/3,Miyagi,1
2015/9/4,Miyagi,0
2015/9/5,Miyagi,1
2015/9/6,Miyagi,0
2015/9/7,Miyagi,1
2015/9/8,Miyagi,0
2015/9/9,Miyagi,0
2015/9/10,Miyagi,0
2015/9/11,Miyagi,0
2015/9/12,Miyagi,0
2015/9/13,Miyagi,0
2015/9/14,Miyagi,0
2015/9/15,Miyagi,0
2015/9/16,Miyagi,0
2015/9/17,Miyagi,0
2015/9/18,Miyagi,0
2015/9/19,Miyagi,1
2015/9/20,Miyagi,2
2015/9/21,Miyagi,2
2015/9/22,Miyagi,3
2015/9/23,Miyagi,0
2015/9/24,Miyagi,0
2015/9/25,Miyagi,0
2015/9/26,Miyagi,0
2015/9/27,Miyagi,3
2015/9/28,Miyagi,1
2015/9/29,Miyagi,0
2015/9/30,Miyagi,0
2016/6/1,Miyagi,1
2016/6/2,Miyagi,0
2016/6/3,Miyagi,0
2016/6/4,Miyagi,2
2016/6/5,Miyagi,3
2016/6/6,Miyagi,1
2016/6/7,Miyagi,0
2016/6/8,Miyagi,2
2016/6/9,Miyagi,0
2016/6/10,Miyagi,4
2016/6/11,Miyagi,1
2016/6/12,Miyagi,5
2016/6/13,Miyagi,1
2016/6/14,Miyagi,0
2016/6/15,Miyagi,0
2016/6/16,Miyagi,1
2016/6/17,Miyagi,2
2016/6/18,Miyagi,5
2016/6/19,Miyagi,2
2016/6/20,Miyagi,2
2016/6/21,Miyagi,2
2016/6/22,Miyagi,1
2016/6/23,Miyagi,2
2016/6/24,Miyagi,2
2016/6/25,Miyagi,0
2016/6/26,Miyagi,1
2016/6/27,Miyagi,3
2016/6/28,Miyagi,0
2016/6/29,Miyagi,2
2016/6/30,Miyagi,1
2016/7/1,Miyagi,8
2016/7/2,Miyagi,1
2016/7/3,Miyagi,1
2016/7/4,Miyagi,5
2016/7/5,Miyagi,0
2016/7/6,Miyagi,1
2016/7/7,Miyagi,1
2016/7/8,Miyagi,1
2016/7/9,Miyagi,1
2016/7/10,Miyagi,10
2016/7/11,Miyagi,8
2016/7/12,Miyagi,3
2016/7/13,Miyagi,1
2016/7/14,Miyagi,1
2016/7/15,Miyagi,0
2016/7/16,Miyagi,6
2016/7/17,Miyagi,3
2016/7/18,Miyagi,20
2016/7/19,Miyagi,10
2016/7/20,Miyagi,2
2016/7/21,Miyagi,0
2016/7/22,Miyagi,2
2016/7/23,Miyagi,4
2016/7/24,Miyagi,2
2016/7/25,Miyagi,4
2016/7/26,Miyagi,3
2016/7/27,Miyagi,1
2016/7/28,Miyagi,9
2016/7/29,Miyagi,14
2016/7/30,Miyagi,24
2016/8/1,Miyagi,11
2016/8/2,Miyagi,8
2016/8/3,Miyagi,15
2016/8/4,Miyagi,24
2016/8/5,Miyagi,31
2016/8/6,Miyagi,35
2016/8/7,Miyagi,31
2016/8/8,Miyagi,15
2016/8/9,Miyagi,23
2016/8/10,Miyagi,7
2016/8/11,Miyagi,13
2016/8/12,Miyagi,4
2016/8/13,Miyagi,3
2016/8/14,Miyagi,3
2016/8/15,Miyagi,1
2016/8/16,Miyagi,4
2016/8/17,Miyagi,5
2016/8/18,Miyagi,2
2016/8/19,Miyagi,18
2016/8/20,Miyagi,6
2016/8/21,Miyagi,40
2016/8/22,Miyagi,8
2016/8/23,Miyagi,8
2016/8/24,Miyagi,7
2016/8/25,Miyagi,4
2016/8/26,Miyagi,8
2016/8/27,Miyagi,0
2016/8/28,Miyagi,2
2016/8/29,Miyagi,1
2016/8/30,Miyagi,0
2016/9/1,Miyagi,13
2016/9/2,Miyagi,4
2016/9/3,Miyagi,2
2016/9/4,Miyagi,5
2016/9/5,Miyagi,8
2016/9/6,Miyagi,8
2016/9/7,Miyagi,2
2016/9/8,Miyagi,0
2016/9/9,Miyagi,3
2016/9/10,Miyagi,1
2016/9/11,Miyagi,1
2016/9/12,Miyagi,1
2016/9/13,Miyagi,0
2016/9/14,Miyagi,1
2016/9/15,Miyagi,2
2016/9/16,Miyagi,0
2016/9/17,Miyagi,0
2016/9/18,Miyagi,0
2016/9/19,Miyagi,1
2016/9/20,Miyagi,0
2016/9/21,Miyagi,0
2016/9/22,Miyagi,0
2016/9/23,Miyagi,0
2016/9/24,Miyagi,1
2016/9/25,Miyagi,2
2016/9/26,Miyagi,0
2016/9/27,Miyagi,1
2016/9/28,Miyagi,1
2016/9/29,Miyagi,1
2016/9/30,Miyagi,2
2017/6/1,Miyagi,0
2017/6/2,Miyagi,1
2017/6/3,Miyagi,0
2017/6/4,Miyagi,1
2017/6/5,Miyagi,0
2017/6/6,Miyagi,2
2017/6/7,Miyagi,0
2017/6/8,Miyagi,0
2017/6/9,Miyagi,2
2017/6/10,Miyagi,1
2017/6/11,Miyagi,0
2017/6/12,Miyagi,0
2017/6/13,Miyagi,0
2017/6/14,Miyagi,0
2017/6/15,Miyagi,0
2017/6/16,Miyagi,0
2017/6/17,Miyagi,2
2017/6/18,Miyagi,0
2017/6/19,Miyagi,1
2017/6/20,Miyagi,1
2017/6/21,Miyagi,0
2017/6/22,Miyagi,1
2017/6/23,Miyagi,2
2017/6/24,Miyagi,9
2017/6/25,Miyagi,3
2017/6/26,Miyagi,5
2017/6/27,Miyagi,1
2017/6/28,Miyagi,3
2017/6/29,Miyagi,2
2017/6/30,Miyagi,2
2017/7/1,Miyagi,7
2017/7/2,Miyagi,16
2017/7/3,Miyagi,1
2017/7/4,Miyagi,1
2017/7/5,Miyagi,2
2017/7/6,Miyagi,13
2017/7/7,Miyagi,10
2017/7/8,Miyagi,17
2017/7/9,Miyagi,20
2017/7/10,Miyagi,21
2017/7/11,Miyagi,23
2017/7/12,Miyagi,15
2017/7/13,Miyagi,12
2017/7/14,Miyagi,31
2017/7/15,Miyagi,31
2017/7/16,Miyagi,13
2017/7/17,Miyagi,16
2017/7/18,Miyagi,6
2017/7/19,Miyagi,7
2017/7/20,Miyagi,17
2017/7/21,Miyagi,27
2017/7/22,Miyagi,10
2017/7/23,Miyagi,2
2017/7/24,Miyagi,1
2017/7/25,Miyagi,7
2017/7/26,Miyagi,11
2017/7/27,Miyagi,4
2017/7/28,Miyagi,6
2017/7/29,Miyagi,2
2017/7/30,Miyagi,8
2017/8/1,Miyagi,1
2017/8/2,Miyagi,2
2017/8/3,Miyagi,2
2017/8/4,Miyagi,0
2017/8/5,Miyagi,3
2017/8/6,Miyagi,14
2017/8/7,Miyagi,5
2017/8/8,Miyagi,0
2017/8/9,Miyagi,0
2017/8/10,Miyagi,0
2017/8/11,Miyagi,1
2017/8/12,Miyagi,2
2017/8/13,Miyagi,1
2017/8/14,Miyagi,0
2017/8/15,Miyagi,1
2017/8/16,Miyagi,1
2017/8/17,Miyagi,0
2017/8/18,Miyagi,0
2017/8/19,Miyagi,0
2017/8/20,Miyagi,0
2017/8/21,Miyagi,4
2017/8/22,Miyagi,11
2017/8/23,Miyagi,15
2017/8/24,Miyagi,6
2017/8/25,Miyagi,17
2017/8/26,Miyagi,3
2017/8/27,Miyagi,2
2017/8/28,Miyagi,0
2017/8/29,Miyagi,6
2017/8/30,Miyagi,1
2017/9/1,Miyagi,0
2017/9/2,Miyagi,0
2017/9/3,Miyagi,1
2017/9/4,Miyagi,1
2017/9/5,Miyagi,1
2017/9/6,Miyagi,0
2017/9/7,Miyagi,0
2017/9/8,Miyagi,3
2017/9/9,Miyagi,6
2017/9/10,Miyagi,11
2017/9/11,Miyagi,0
2017/9/12,Miyagi,0
2017/9/13,Miyagi,2
2017/9/14,Miyagi,0
2017/9/15,Miyagi,0
2017/9/16,Miyagi,0
2017/9/17,Miyagi,0
2017/9/18,Miyagi,1
2017/9/19,Miyagi,1
2017/9/20,Miyagi,0
2017/9/21,Miyagi,0
2017/9/22,Miyagi,0
2017/9/23,Miyagi,0
2017/9/24,Miyagi,2
2017/9/25,Miyagi,1
2017/9/26,Miyagi,1
2017/9/27,Miyagi,1
2017/9/28,Miyagi,0
2017/9/29,Miyagi,0
2017/9/30,Miyagi,2
2018/6/1,Miyagi,0
2018/6/2,Miyagi,2
2018/6/3,Miyagi,3
2018/6/4,Miyagi,2
2018/6/5,Miyagi,2
2018/6/6,Miyagi,2
2018/6/7,Miyagi,2
2018/6/8,Miyagi,0
2018/6/9,Miyagi,3
2018/6/10,Miyagi,0
2018/6/11,Miyagi,1
2018/6/12,Miyagi,0
2018/6/13,Miyagi,0
2018/6/14,Miyagi,0
2018/6/15,Miyagi,0
2018/6/16,Miyagi,0
2018/6/17,Miyagi,0
2018/6/18,Miyagi,0
2018/6/19,Miyagi,2
2018/6/20,Miyagi,0
2018/6/21,Miyagi,1
