"State","Stats_Code","Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
"Hawkes_Bay","wind",2017,"5.35","3.75","3.65","3.5","4.15","3.75","4.35","4.05","4.7","4.35","4.45","4.7"
"Hawkes_Bay","wind",2018,"4.25","4.3","4","4.3","4.4","4.3","4.3","4.1","4.5","3.9","4.55","4.15"
"Hawkes_Bay","wind",2019,"4.25","4.15","3.4","4.3","4.15","4.2","3.95","5","4.7","4.8","4.2","4.75"
"Hawkes_Bay","wind",2020,"4.05","4.2","3.85","3.65","3.45","3.95","4.35","3.9","5.3","3.65","4.6","5"
"Manawatu_Whanganui","rain",2010,"75","35.2","40.6","33.4","51.4","102.2","40","105","260.8","34","34.2","66.6"
"Manawatu_Whanganui","rain",2011,"71","49.8","112.6","110.6","86.2","98.6","110.6","52.6","36.8","145.6","134.2","87.4"
"Manawatu_Whanganui","rain",2012,"87","80.2","48.8","28.2","62.2","93.4","116.2","89.9","59.2","64.2","20.2","100.2"
"Manawatu_Whanganui","rain",2013,"29","34","37.2","128.2","50.8","84.2","37.2","44.4","108.4","107.6","52","59.4"
"Manawatu_Whanganui","rain",2014,"51.6","19.5","8.8","102.8","83.4","68","14.6","64.6","66","54.2","81.2","79.2"
"Manawatu_Whanganui","rain",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"104.4","39.5"
"Manawatu_Whanganui","rain",2016,"87.2","91","60.2","40","249.7","129.4","148","105.4","101.6","102.2","151.5","44.25"
"Manawatu_Whanganui","rain",2017,"101.4","85.2","106.1","228.3","150.4","36.3","154.9","119.6","189.5","76.1","64","54.6"
"Manawatu_Whanganui","rain",2018,"111.3","117.4","106.6","104.4","185","118",NA,NA,NA,NA,"90.7",NA
"Manawatu_Whanganui","rain",2019,NA,"41.1","59.9","110.8","110.7","99.1","162",NA,"84.4","108.6","96","125.8"
"Manawatu_Whanganui","rain",2020,"28.4","22.5","51.3","83.9","86.5","111.5","104.9","87.2","154.8","77.2","135.7",NA
"Manawatu_Whanganui","soil_moisture",2014,"22","15.5","9.6","19.1","31.9","31.4","29.8","32.9","29.8","28.9","27.3","30"
"Manawatu_Whanganui","soil_moisture",2015,NA,NA,NA,NA,NA,NA,NA,NA,"29.8",NA,"26.9","25.95"
"Manawatu_Whanganui","soil_moisture",2016,"23.65","20.25","22.1","24.9","29.85","31.05","31.6","31.35","30.9","30.35","30.65","27.35"
"Manawatu_Whanganui","soil_moisture",2017,"26.45","28.75","29","34.35","36.3","35.65","37.55","37.35","37.4","36.15","28.95","24"
"Manawatu_Whanganui","soil_moisture",2018,"28.25","27","29.15","32","34.5","36.45","38","38.35","36.9","34.05","33.5","34.35"
"Manawatu_Whanganui","soil_moisture",2019,"30.65","23.05","24.7","26.2","30.85","35.65","36.7","37.4","36.3","37.15","35.7","33.9"
"Manawatu_Whanganui","soil_moisture",2020,"28.3","23.2","22.9","28.55","33.6","35.85","36.65","35.95","37.65","36.15","36.2","36.6"
"Manawatu_Whanganui","sunshine",2010,"185.8","170.9","156.6","155.4","125.3","83.9","130.4","103.1","108.4","157","213.8","151.2"
"Manawatu_Whanganui","sunshine",2011,"204","178.8","186.9","120.2","99","77.7","109.2","94.8","137","105.2","133.1","197.2"
"Manawatu_Whanganui","sunshine",2012,"162","148.2","159.5","197.9","132","108.7","107.7","121.6","140.4","134.6","186","186.3"
"Manawatu_Whanganui","sunshine",2013,"248.5","252.4","242.4","113.2","130.9","87.1","87.6","126.7","122.3","123","171.4","179.8"
"Manawatu_Whanganui","sunshine",2014,"203.4",NA,"192.5","110.1","113.4","119.1","124.8","141.3","130.2","169","149.9","168.8"
"Manawatu_Whanganui","sunshine",2015,"289.6","204.5","196.8","141","119.3",NA,"111.5","110.7","146.8","137.2","156.9","185.1"
"Manawatu_Whanganui","sunshine",2016,"213.1","209.9","174.1","180.5","83.8",NA,"119.7","141.8","93.4","118","90.3",NA
"Manawatu_Whanganui","sunshine",2017,"131.1","165.3","134.1","129.6","111.6",NA,"98.4","126.9","108.1","122.6","218.3","250.2"
"Manawatu_Whanganui","sunshine",2018,"183.9","142.6",NA,NA,"100.8","80.8","101.9","109.4","149.3","131.7","157.5","159.1"
"Manawatu_Whanganui","sunshine",2019,NA,NA,"216","134.1",NA,"111.8","105.5","123.9","107.1","131.7","220.4","207.1"
"Manawatu_Whanganui","sunshine",2020,"188.1",NA,"173.2","180.7","150.2","88.9","120.6","121.7","140.4","148.7","97.8","148.6"
"Manawatu_Whanganui","temperature",2010,"17.3","18.8","16","13.9","11.9","9.5","8.3","10.3","11.6","12.3","14.8","18.1"
"Manawatu_Whanganui","temperature",2011,"18.1","19.3","16.2","13.3","13.5","10.8","8.4","8.3","10","13.3","14.2","17"
"Manawatu_Whanganui","temperature",2012,"16.8","16.9","15.4","14.3","9.7","8.4","8.9","10.3","10.8","11.9","12.9","17.7"
"Manawatu_Whanganui","temperature",2013,"17.8","18.2","17.5","15.2","11.4","10","9.9","11.1","11.6","13.5","16.1",NA
"Manawatu_Whanganui","temperature",2014,NA,NA,"16.3","16","12","11.4","8.2","9.3","12","12.8","13.5","16.8"
"Manawatu_Whanganui","temperature",2015,NA,NA,NA,NA,NA,NA,NA,NA,"10",NA,"13.95","15.95"
"Manawatu_Whanganui","temperature",2016,"18.95","20.65","17.8","14.5","13.25","9.9","8.5","8.9","12.2","13","14.35",NA
"Manawatu_Whanganui","temperature",2017,"16.55","18.5","17.55","14.45","10.6","8.6","8.6","10","10.7","12.85","14.8","17.85"
"Manawatu_Whanganui","temperature",2018,"20.95","18.75","16.85","13.45","11.05","8.2","8.3","9.5","10.3","12.1","14.35","17.4"
"Manawatu_Whanganui","temperature",2019,NA,NA,"17.95","13",NA,"8.2","9.4","9.1","10.8","12.35","15.75","17"
"Manawatu_Whanganui","temperature",2020,"17.95","19.35","16.15","13.75","11.05","10.95","8.9","9.95","10.95","13.7","15.35","16.5"
"Manawatu_Whanganui","wind",2010,"3.7","3.3","3.7","3.1","2.4","2.6","2.5","2.4","4.8","3.9","3.2","3.9"
"Manawatu_Whanganui","wind",2011,"4.2","3.8","3","2.9","3","2.5","3.5","2.6","3.2","3","4.7","3.1"
"Manawatu_Whanganui","wind",2012,"4.2","3.5","3.6","3.1","2.3","2.7","2.9","2.5","3.6","4.5","3.7","3.9"
"Manawatu_Whanganui","wind",2013,"4","3.1","2.8","3.4","2.4","2.6","2.9","3.2","3.9","4.2","3.6","3.5"
"Manawatu_Whanganui","wind",2014,"4.2","3.9","3.3","3.2","2.9","3","2.9","3.1","3.6","4.2","5.2","3.8"
"Manawatu_Whanganui","wind",2015,NA,NA,NA,NA,NA,NA,NA,NA,"2.25",NA,"2.6","2.55"
"Manawatu_Whanganui","wind",2016,"2.4","2.25","2.25","1.65","2","1.55","2.4","1.85","2.45","2.25","2.7","2.35"
"Manawatu_Whanganui","wind",2017,"3.2","2.45","2.25","1.7","1.55","1.6","1.7","1.55","2.2","2.5","2.35","2.4"
"Manawatu_Whanganui","wind",2018,"1.95","2.5","2.05","2.3","1.9","1.8","1.8","1.55","2.35","1.95","2.4","2.25"
"Manawatu_Whanganui","wind",2019,"2.8","2.2","1.9","1.55","1.7","1.5","1.5","2.1","2.5","2.55","2.4","2.6"
"Manawatu_Whanganui","wind",2020,"2.6","2.35","2.1","1.8","1.6","1.95","1.85","1.8","2.75","2.2","2.4","2.6"
"Marlborough","rain",2010,NA,"7.9","42.1","3.8","182.2","190.25","63.9","98.1","119.5","28.6","24","97.25"
"Marlborough","rain",2011,NA,"17.1","34.2","57.2","117.2","59.5","39.4","47.2","29.8","94.85","42","97.05"
"Marlborough","rain",2012,"24.2","35.3","60","32.9","41.2","90.3","77.3","121","32.1","56","25.3","29.1"
"Marlborough","rain",2013,"60.4","25.7","29.6","100.5","89.7","119.6","33.3","62.9",NA,NA,NA,NA
"Marlborough","rain",2014,"82.8","17.6","32","156","25.8","106.2","19.6","26","40","21.2","21","43.6"
"Marlborough","rain",2015,"4.2","15.2","41.4","71.4","29","97.8","53.2","71","71.6","11.2","4.8","25"
"Marlborough","rain",2016,"97","27.8","58.6","24.8","117.6","74.4","50.6","36.8","40.6","79.2","96.8",NA
"Marlborough","rain",2017,"27.4","41.4","48.2","130","78","27.2","73.2","76.8","61.8","38",NA,"30.2"
"Marlborough","rain",2018,"94.8","199","70.2","68.2","105.2","41.2","81","69.8","38.6","37.2","65.6","57.4"
"Marlborough","rain",2019,"18.4","6","77.2","92.8","71.4","22.8","122.8","60.4","72.6","43.4","53.2","101.6"
"Marlborough","rain",2020,"2.8","16","12","18.6","80.6","76","24.2","61.2",NA,"32.4",NA,"31.8"
"Marlborough","soil_moisture",2010,"9.5","7.2","8.5","7.1","15.8","42.5","39.1","39.4","37.7","23.3","10.8","12.8"
"Marlborough","soil_moisture",2011,"10.2","7.2","7.8","10.5","20.7","25.5","30.3","33.2","24.2","28.7","19.3","13.5"
"Marlborough","soil_moisture",2012,"15.1","8.9","16.9","13.6","14.9","23","28.6","42.3","27.6","17.1","11","8.8"
"Marlborough","soil_moisture",2013,"12.1","8.9","9.1","13.5","26.3","35","33.3","31.6",NA,NA,NA,NA
"Marlborough","temperature",2010,"18.2","17.75","16.45","14.55","11","8.5","7.1","9.6","11.3","11.5","15.05","18"
"Marlborough","temperature",2011,"17.8","18.3","15.9","12.3","12.4","8.8","7","7.7","9.35","12.4","14.2","15.05"
"Marlborough","temperature",2012,"16.9","16.2","14.15","12.4","8.65","6.6","7.3","8.9","10.1","12","12.5","17.4"
"Marlborough","temperature",2013,"17.4","16.2","16.2","14","9.95","8.15","8.25","9.85",NA,NA,NA,NA
"Marlborough","temperature",2014,"16.9","17.4","15","14.2","10.7","9.8","6.6","8","10.9","12.4","14.5","17"
"Marlborough","temperature",2015,"18.7","17.1","16.7","13.6","10.3","8.1","6.7","8.4","9.2","13","14.4","15.9"
"Marlborough","temperature",2016,"18.7","19.7","16.8","13.3","11.8","9.2","7.7","7.5","11","13","14.9","16"
"Marlborough","temperature",2017,"18.2","17.8","16.1","13.4","9.5","7.8","7.1","9.3","11","13.1","14.5","18.3"
"Marlborough","temperature",2018,"20.6","18.1","16.3","12.7","10.4","7.8","8.1","9.2","10.3","12.8","14.7","17.3"
"Marlborough","temperature",2019,"20.4","18.5","17.4","12.5","11.8","7.5","8.7","7.7","10.3","12","16","16.3"
"Marlborough","temperature",2020,"17.4","19.3","15.1","13.3","10.2","9.1","7.7","9.5","10.9","13.5","14.9","16.1"
"Marlborough","wind",2010,"4.4","3.75","4.35","4.4","2.9","3.15","2.95","3.35","5.4","4.55","3.85","4.6"
"Marlborough","wind",2011,"4.75","4.1","3.85","3.5","3.2","2.6","4.15","3.55","3.7","3.7","4.75","3.7"
"Marlborough","wind",2012,"4.5","3.75","4.45","3.7","2.9","3.45","3.3","3","4.4","4.9","3.9","4.8"
"Marlborough","wind",2013,"4.8","3.35","3.75","3.95","2.95","3","4.05","3.7",NA,NA,NA,NA
"Marlborough","wind",2014,"4.5","4.1","3.4","2.7","3.5","3.3","2.8","3.1","3.6","4.7","5.6","4.3"
"Marlborough","wind",2015,"3.8","3.8","3.4","3.5","3.6","3.8","2.9","3.5","3.6","4.7","5.1","4.3"
"Marlborough","wind",2016,"4.4","4.1","3.4","3","3.6","2.9","4.1","2.7","3.5","4","4.5","4.4"
"Marlborough","wind",2017,"5.5","4","2.8","2.9","2.9","2.5","2.7","3.2","3.8","3.8","3.9","4.2"
"Marlborough","wind",2018,"3.1","3.9","3.4","3.4","3.3","2.8","3.5","2.6","3.4","3.7","4.2","3.2"
"Marlborough","wind",2019,"4.5","4.4","3.4","2.8","3.4","2.7","3.1","3.5","4","4.4","4.8","4.5"
"Marlborough","wind",2020,"3.8","4.6","3.4","3.7","2.6","2.7","2.8","3","5","4.5","3.6","4.4"
"Nelson","rain",2010,"95.3","29.8","42.3","29.4","160.2","154.6","26.4","130.8","117.2","6.8","22.8","192.5"
"Nelson","rain",2011,"53.2","18.9","52.1","85.4","269.5","144.5","65.6","15.7","31.2","201.1","65.5","464.0"
"Nelson","rain",2012,"13.7","83.4","46.6","58.2","34.4","175.2","84.9","147.4","150.8","73.3","20.3","33.8"
"Nelson","rain",2013,"140.9","32.0","57.6","245.9","107.3","162.8","21.1","71.4","104.3","83.3","45.3","65.2"
"Nelson","rain",2014,"76.6","30.0","102.9","169.4","60.2","155.6","39.4","19.5","66.3","22.8","9.8","108.9"
"Nelson","rain",2015,"10.3","26.6","79.8","116.6","36.6","112.9","78.9","44.4","58.6","24.5","20.8","40.0"
"Nelson","rain",2016,"138.6","85.3","148.3","38.0","152.0","131.0","80.3","74.9","45.9","178.0","111.5","65.9"
"Nelson","rain",2017,"74.9","25.7","103.2","179.9","121.6","58.2","133.5","118.0","84.2","85.6","24.7","9.3"
"Nelson","rain",2018,"233.3","233.7","146.3","80.5","96.7","31.1","98.1","144.3","29.4","99.7","29.1","75.8"
"Nelson","rain",2019,"8.0","5.9","118.2","34.7","110.7","38.2","173.3","84.7","120.7","96.5","66.9","155.1"
"Nelson","rain",2020,"3.7","29.6","39.3","41.4","71.4","74.6","64.8","96.3","80.4","49.4","212.2","90.0"
"Nelson","sunshine",2010,"229.1","226.2","235.3","206.1","132.5","133.6","175.7","174.5","175.2","295.7","259.5","230.8"
"Nelson","sunshine",2011,"264.7","265.9","236.8","152.5","155.2","117.3","174.0","247.0","249.8","172.3","252.5","199.0"
"Nelson","sunshine",2012,"264.7","194.3","211.6","247.6","189.3","159.0","140.7","147.1","203.5","261.9","292.9","272.5"
"Nelson","sunshine",2013,"306.1","257.4","233.6","160.7","169.4","127.4","175.7","138.4","190.7","203.7","227.0","244.4"
"Nelson","sunshine",2014,"266.5","256.5","235.7","131.2","183.4","129.3","158.7","196.8","191.9","255.7","276.7","203.5"
"Nelson","sunshine",2015,"317.7","254.2","213.5","167.3","183.1","142.9","185.3","140.4","208.4","264.1","254.0","270.4"
"Nelson","sunshine",2016,"239.2","265.2","250.1","247.0","134.3","137.7","175.1","197.1","168.9","223.3","208.6","251.2"
"Nelson","sunshine",2017,"242.0","226.3","184.0","152.8","187.0","165.8","124.6","145.7","173.2","211.3","225.7","309.8"
"Nelson","sunshine",2018,"215.1","214.3","193.5","168.7","155.4","155.6","143.3","161.9","211.1","224.6","237.5","213.4"
"Nelson","sunshine",2019,"333.3","273.7","180.8","215.8","183.4","153.0","131.8","203.4","193.8","242.5","240.5","253.5"
"Nelson","sunshine",2020,"276.8","254.2","205.2","213.3","173.7","124.4","148.1","176.6","216.6","180.0","165.6","241.7"
"Nelson","temperature",2010,"17.9","18.8","16.9","14.2","11.6","8.9","7.5","9.5","10.6","12.2","15.6","17.9"
"Nelson","temperature",2011,"18.6","19.1","16.2","13.4","13.7","10.3","7.3","7.7","9.9","12.9","14.6","16.5"
"Nelson","temperature",2012,"17.7","17.6","15.5","13.6","10.2","7.8","8.2","9.9","10.6","12.5","13.9","17.9"
"Nelson","temperature",2013,"17.7","17.8","17.3","14.6","11.1","-","8.2","10.2","11.4","13.4","16.2","17.7"
"Nelson","temperature",2014,"16.9","18.1","16.0","15.0","11.1","10.1","7.5","8.6","11.5","12.9","14.0","17.4"
"Nelson","temperature",2015,"19.2","17.8","17.5","14.4","10.7","8.8","7.4","8.5","10.3","13.8","14.2","16.8"
"Nelson","temperature",2016,"19.2","20.3","17.7","14.4","12.3","9.7","8.0","8.0","11.3","13.3","15.0","16.2"
"Nelson","temperature",2017,"17.5","18.2","17.4","14.3","10.4","8.8","8.1","9.6","11.3","13.8","15.5","19.4"
"Nelson","temperature",2018,"21.2","18.8","17.5","13.8","11.3","8.0","7.9","9.8","10.8","12.9","14.6","18.0"
"Nelson","temperature",2019,"20.7","18.6","18.0","13.7","12.3","8.2","8.7","8.6","10.5","12.3","15.3","16.5"
"Nelson","temperature",2020,"18.3","18.8","15.9","13.5","10.9","10.4","8.6","9.9","11.0","13.2","15.1","16.4"
"Nelson","wind",2010,"3.7","3.2","4.2","3.2","2.4","2.6","1.9","2.5","3.7","3.8","3.5","4.6"
"Nelson","wind",2011,"4.1","3.5","3.2","3.0","4.4","2.6","2.5","2.5","3.3","3.4","4.5","3.4"
"Nelson","wind",2012,"4.2","3.5","3.4","2.5","2.5","2.8","2.4","2.1","3.7","4.7","4.3","4.2"
"Nelson","wind",2013,"4.8","3.2","3.0","2.7","2.1","2.2","2.7","2.5","3.6","4.3","3.5","4.2"
"Nelson","wind",2014,"4.4","3.6","3.2","2.8","2.3","2.7","2.2","2.7","3.2","4.0","4.6","4.1"
"Nelson","wind",2015,"3.5","3.1","3.2","3.1","3.0","3.2","2.6","2.6","3.1","4.4","4.0","4.4"
"Nelson","wind",2016,"4.3","3.9","3.1","2.7","2.5","2.3","3.0","2.0","2.5","4.1","4.8","4.6"
"Nelson","wind",2017,"4.8","3.2","3.1","2.6","2.2","2.2","2.4","2.3","3.2","3.9","3.8","3.9"
"Nelson","wind",2018,"3.4","3.4","2.8","3.0","2.6","1.9","2.2","2.4","3.2","3.6","-","-"
"Nelson","wind",2020,"-","-","-","-","-","2.7","2.5","2.7","3.6","-","-","-"
"Northland","rain",2010,"36.1","44.2","23.5","40.4","213.8","84.65","141.9","207.9","110.2","30.6","20.8","100"
"Northland","rain",2011,"307.3","22.4","123.1","68.45","166.6","140.5","141.3","54","60.2","91.9","19.4","187.8"
"Northland","rain",2012,NA,"77.8","278.25","64.6","93.05","48.05","202.6","145.6","147.8","48.1","63.9","136.4"
"Northland","rain",2013,"5.4","14.1","23.45","112.8","130.55","145.7","80.9","164.6","174.6","30.3","60","114.9"
"Northland","rain",2014,"28.2","72.9","66.3","110.6","49.8","252.1",NA,"200.25","123.1","102.7","69.1","163.3"
"Northland","rain",2015,"20.8","60.4","65.7","56.6","146.9","77.8","125.6","167.9","132","68.2","57.6","27.7"
"Northland","rain",2016,"118.2","159.9","105.4","69.7","109.85","129.7","127.3","134.7","107.6",NA,"83.6","28.2"
"Northland","rain",2017,"45.6","126.3","215.1","230.7","98.6","147.7","147.3","158.7","120.4","67.3","89.3","20.9"
"Northland","rain",2018,"132.8","184.1",NA,NA,"123","248","78.6","104.1","87.7","60.2","111.6","152.9"
"Northland","rain",2019,"9.8",NA,"51.1","43.6","40.6",NA,"130","113.7","138.8","96.1","64.7","58.3"
"Northland","rain",2020,"11.7","6.4","45.8","41.5","149.5","158.4","344.2","187.9","41.4","72.5","92.2","17"
"Northland","soil_moisture",2010,"15","10.4","10.8","9.9","18.9","34.2","40","45.7","45.7","40","32.3","27.9"
"Northland","soil_moisture",2011,"30.5","33","33","35.8","46.4","50.3","53.6","51.5","48","47.5","39.4","40.7"
"Northland","soil_moisture",2012,"42","29.5","35.7","42.1","46.2","49.6","53.2","53.9","53.1","47.8","44.4","44.5"
"Northland","soil_moisture",2013,"36.4","22.4","15.6","21.6","34.6","43.3","46.4","47.4","48.6","43.3","36.2","35.3"
"Northland","soil_moisture",2014,"29.9","22.5","20.5","25.7","37","45.1","51.9","50.2","48.1","46.3","44.3","41.9"
"Northland","soil_moisture",2015,"33.6","29.6","26.1","26.6","37","44.9","49.5","49.4","49.1","44","41.9","36"
"Northland","soil_moisture",2016,"34.2","34.2","38","41.9","40.8","48.1","50.9","55.2","58.2","54.9","53.5","47.2"
"Northland","soil_moisture",2017,"37","34.2","49.1","55.8","57.7","62.6",NA,NA,NA,"60.1","53.9","41"
"Northland","soil_moisture",2018,"42.2","53","53.4","56.2","63.7",NA,NA,NA,"65.7","56.1","53.4","55"
"Northland","soil_moisture",2019,"34.5","19.7","16.8","18","18","34.1","43.1","51","51.1","45.7","44.4","37.7"
"Northland","soil_moisture",2020,"23","10.8","9.1","15.8","27.7","38.8","53.2","56.4","49",NA,"38.5","29.8"
"Northland","sunshine",2010,"277.6","228.4","235.2","176.5","148.2","149.8","176.4","122.7","164","231","223.8","150.7"
"Northland","sunshine",2011,"231.5","246.5","181.7","173.1","159.3","104.2","141.6","186.1","184.3","193.6","216.4","149"
"Northland","sunshine",2012,"209.3","211.3","176.9","175.3","170.1","161.3","149.9","152.8","161.6","216.1","165.6","169.4"
"Northland","sunshine",2013,"263.6","211.4","206","172.3","161.3","127.4","146.6","149.3","155.8","247.8","233.7","246.1"
"Northland","sunshine",2014,"261","169.1","216.4","189","177.6","128.7",NA,NA,"183.6","198.2","201.3","185.5"
"Northland","sunshine",2015,"289.4","199.9","190.8","185","148.4","146.9","150.2","152.9","193.6","231.7","214.6","265.7"
"Northland","sunshine",2016,"228","210.8","256.2","180.9",NA,"127.7","153.2",NA,"173.4","250.5","236.6","267"
"Northland","sunshine",2017,"286.7","208.8","188.3","157.1","155","132.3","133.9","147.9","169.7","176.6","162.1","250"
"Northland","sunshine",2018,"222.9","193.5","170","173.5","170.3","157.2","169.6","205.2","186.3",NA,"166.1","206.4"
"Northland","sunshine",2019,"278.5","195","179.2","183.4","154.2","123.1","141.6","147.6","144.4","159.2","229.1","234.2"
"Northland","sunshine",2020,"283.7","235.9","188.7",NA,"137.8","103.7","112.5","157","161.6","191.9","175.3","244.1"
"Northland","temperature",2010,"18.9","20.35","18.5","16.75","13.65",NA,"11.55","12.95","13.9","13.85","16.5","20.1"
"Northland","temperature",2011,"20.55","21.05","19.35","17.4","15.85","13.55","12.1","11.35","12.4","15.25","16.45","18.35"
"Northland","temperature",2012,"18.6","19.75","18.05","17.25","14.2","12.25","12.2","12.75","13.55","14.3","15.2","18.8"
"Northland","temperature",2013,"19.7","19.7","19.5","17.7","14.7","12.7","11.1","13.15","13.75","14.85","16.9","18.4"
"Northland","temperature",2014,NA,"19.9","18.35","17.35","14.2","13.9","11.55",NA,"13.5","14.05","15.35","18.5"
"Northland","temperature",2015,"20.55","19.9","19.65","17.4","14.65","12.5","11.25","12.15","12.65","14.45","16.55","18.35"
"Northland","temperature",2016,"20.95","21.7","20.4","17.75","17.2","13.5","12.6","12.05","14.05","15.05","16.6","18"
"Northland","temperature",2017,"19.3","21.05","19.9","18.2","14.95","12.8","11.85","13.2","13.6","15.6","16.65","19.75"
"Northland","temperature",2018,"21.85","21.4","20.2","17.65","15.05","13.1","12.3",NA,"12.85","14.7","16.6","19.05"
"Northland","temperature",2019,"21.55","20.9","19.7","16.4","15.5","12.5","12.5","12.2","13.2","14.45","17.35","18.65"
"Northland","temperature",2020,"19.6","21.3","18.65","16.95","15.35","13.65","12.6","13.25","13.55","15.95","17.4","18.75"
"Northland","wind",2010,"3.65","3.55","3.6","2.9","3.85","3.55","3.2","3.55","4.5","3.75","3.05","3"
"Northland","wind",2011,"3.65","3.1","3.05","3.4","3.25","3.55","4.4","2.95","3.85","3.7","4.25","4.3"
"Northland","wind",2012,"3.4","3.05","4.3","3.9","3.35","3.1","3.4","3.1","4.4","4.3","3.65","3.7"
"Northland","wind",2013,"4.1","3.2","3.05","2.8","3.15","3.35","2.5","3.75","4.35","3.7","3.25","3.35"
"Northland","wind",2014,"3.9","3.75","3.25","3","2.65","3.25","4.2","4.25","4.2","4.1","3.9","3.65"
"Northland","wind",2015,"2.8","2.9","3.15","3.35","3.35","3.5","3.5","3.05","3.55","3.9","3.4","3.55"
"Northland","wind",2016,"3.25","3.3","3.35","2.6","3.25","3.5","4.25","3.3","3.1","3.65","4.2","3.4"
"Northland","wind",2017,"3.7","3","2.95","2.85","3.1","2.9","3.3","3.3","3.95","3.9","3.2","3.1"
"Northland","wind",2018,"3.75","3.4","3.2","3.3","2.95","3.35","2.65","3.1","3.3","2.9","3.35","3.35"
"Northland","wind",2019,"3.4","3.05","2.6","2.75","2.8","3.1","3","4.1","3.95","4.05","3.35","3.65"
"Northland","wind",2020,"3.25","2.95","3.15","2.8","3.25","3.3","3.35","3.8","3.7","2.95","3.65","3.55"
"Otago","rain",2010,"56.75","29.05","20.35","47.75","137","47.95","13.75","44.8","43.3","26.4","29.8","83.45"
"Otago","rain",2011,"57.2","95.05","52.8","31","74.05","13.1","26.5","33.75","18.9","72.1","71.8","12.35"
"Otago","rain",2012,"63.95","95.8","59.7","12.1","27.6","37.3","38.05","31.1",NA,NA,NA,NA
"Otago","rain",2013,NA,"36.6","31.15","28.85","78.15","122.3","28.55","13.55","36.75","51.45","11.5","63.7"
"Otago","rain",2014,"48.75","35.15","39.45","50.4",NA,"12.75","18.1","28","29.8",NA,NA,"24.45"
"Otago","rain",2015,"17","44.3","44.5","43.3","34.9","95.25","12.85","34.15","16.8","53.3","29.45","26"
"Otago","rain",2016,"48.6","37.55",NA,"18.2","101.25","15.7","63.3","31.95","29.35","76.25","90.4","29.95"
"Otago","rain",2017,"97.85","19.9","44.95","56.8","36.05","34.6",NA,NA,"31.5","14.15","36.1","31.55"
"Otago","rain",2018,"55.8","120.45","51.15",NA,"28.5","25.6","31.5","21.25","44.85","56.45",NA,NA
"Otago","rain",2019,"70.35","21.2","30","50.65","50.95","22.6","30.05","28.95","25.4","69.65","64","93.65"
"Otago","rain",2020,"18.25","99.35","28.4","21.9","7.35","41.9","31.95","25.95","25.85","38.85","53.95","48.9"
"Otago","sunshine",2010,"206","246.5","181.3","141.5","97.8","77.7","95.4","109.3","152.9","245.7","222.9","228.8"
"Otago","sunshine",2011,"227.8","170.8","188.2","150.1","98.2","74.1","111.4","158.9","185","220.9","220.1","249.8"
"Otago","sunshine",2012,"262.5","163.1","185.2","173.8","112.2","97.1","64.3","129","141.5","191.9","209.6","227.5"
"Otago","sunshine",2013,"258.8","237.9","181.2","140.8","107.7","57.3","111.1","126.4","150.8","208.6","234.4","219.4"
"Otago","sunshine",2014,"270","223.1","188.4","110.1","113.3","68.5","89.6","138.9","181.3","206.4","232.4","250.1"
"Otago","sunshine",2015,"284.3","234.9","150.8",NA,"120.9","116.2","118.2","119.3",NA,"253.5","241","300.8"
"Otago","sunshine",2016,"195.5","271.3","160.9","140.1","102.3","86.2","121.9","139.7","165.2","191.9","188.7","270.1"
"Otago","sunshine",2017,"243.8",NA,"184.2","101.1","108.9","91.6","83.5","149.7","172.5","243.1","291","249.7"
"Otago","sunshine",2018,"301.1","193",NA,"149.8","99.5","65.3","113.5","108.8","150.1","196.7","206.9","216.3"
"Otago","sunshine",2019,"261.1",NA,"186.3","153.7","91.4","83.5","78.9","138.1","158.7","181.4","216.5","202.7"
"Otago","sunshine",2020,"272.2","221","152","143.8","94.1","77.8","84.8","135.5","160.3","190.5",NA,"244"
"Otago","temperature",2010,"16","16.9","14.95","12.15","7.55","3.8","3.15","6.3","8.65","11.5","15.05","16.55"
"Otago","temperature",2011,"16.25","16.05","13.95","10.6","9.35","5.35","3.75","5.45","8.65","11.1","13.05","16.75"
"Otago","temperature",2012,"16.15","15.95","12.7","11.15","7.05","3.95","3.75","6.9","9.75","10.4","11.9","16.1"
"Otago","temperature",2013,"17.05","17.05","15.75","10.85","7.35","4.65","6.15","7.8","8.65","11.75","14.6","15.75"
"Otago","temperature",2014,"15.15","16.25","14.05","11.7","8","5.7","4.7","6.05","8.45","10.9","12.35","16.15"
"Otago","temperature",2015,"18.25","15.65","14.5","10.85","7.65","5.15","4.3","5.35",NA,"11.4","12.55","15.8"
"Otago","temperature",2016,"15.8","18.85","15.1","12","9.2","5.75","4.7","5.45","9.9","12.05","13.4","15.4"
"Otago","temperature",2017,"14.8","16.25","13.6","11.85","6.4","4.8","3.85","7.6","10.15","12.15","14.95","18.05"
"Otago","temperature",2018,"20.65","15.75","15.35","11.1","6.95","3.85","5.55","6.3","8.85","11.65","13.2","16.85"
"Otago","temperature",2019,"18.1","16.4","16.45","10.4","9.05","4.85","5.3","6.55","8.65","10.35","15.05","14.75"
"Otago","temperature",2020,"17.05","17.35","13.05","11.15","7.5","4.4","4.35","7.6","8.9","12.05","14.1","15.15"
