Date,Prefecture,HSAD
21/08/2017,Oita,5
22/08/2017,Oita,14
23/08/2017,Oita,12
24/08/2017,Oita,15
25/08/2017,Oita,10
26/08/2017,Oita,2
27/08/2017,Oita,8
28/08/2017,Oita,4
29/08/2017,Oita,5
30/08/2017,Oita,1
01/09/2017,Oita,2
02/09/2017,Oita,2
03/09/2017,Oita,3
04/09/2017,Oita,1
05/09/2017,Oita,1
06/09/2017,Oita,3
07/09/2017,Oita,1
08/09/2017,Oita,2
09/09/2017,Oita,1
10/09/2017,Oita,0
11/09/2017,Oita,4
12/09/2017,Oita,1
13/09/2017,Oita,3
14/09/2017,Oita,1
15/09/2017,Oita,1
16/09/2017,Oita,0
17/09/2017,Oita,0
18/09/2017,Oita,4
19/09/2017,Oita,2
20/09/2017,Oita,1
21/09/2017,Oita,0
22/09/2017,Oita,0
23/09/2017,Oita,0
24/09/2017,Oita,1
25/09/2017,Oita,0
26/09/2017,Oita,0
27/09/2017,Oita,0
28/09/2017,Oita,1
29/09/2017,Oita,0
30/09/2017,Oita,2
01/06/2018,Oita,2
02/06/2018,Oita,0
03/06/2018,Oita,2
04/06/2018,Oita,2
05/06/2018,Oita,0
06/06/2018,Oita,1
07/06/2018,Oita,2
08/06/2018,Oita,7
09/06/2018,Oita,2
10/06/2018,Oita,0
11/06/2018,Oita,0
12/06/2018,Oita,0
13/06/2018,Oita,1
14/06/2018,Oita,0
15/06/2018,Oita,0
16/06/2018,Oita,3
17/06/2018,Oita,2
18/06/2018,Oita,2
19/06/2018,Oita,0
20/06/2018,Oita,0
21/06/2018,Oita,1
22/06/2018,Oita,4
23/06/2018,Oita,1
24/06/2018,Oita,7
25/06/2018,Oita,2
26/06/2018,Oita,2
27/06/2018,Oita,5
28/06/2018,Oita,9
29/06/2018,Oita,2
30/06/2018,Oita,0
01/07/2018,Oita,5
02/07/2018,Oita,3
03/07/2018,Oita,3
04/07/2018,Oita,18
05/07/2018,Oita,0
06/07/2018,Oita,1
07/07/2018,Oita,2
08/07/2018,Oita,3
09/07/2018,Oita,14
10/07/2018,Oita,13
11/07/2018,Oita,14
12/07/2018,Oita,18
13/07/2018,Oita,14
14/07/2018,Oita,24
15/07/2018,Oita,27
16/07/2018,Oita,31
17/07/2018,Oita,25
18/07/2018,Oita,24
19/07/2018,Oita,39
20/07/2018,Oita,24
21/07/2018,Oita,24
22/07/2018,Oita,32
23/07/2018,Oita,26
24/07/2018,Oita,31
25/07/2018,Oita,33
26/07/2018,Oita,27
27/07/2018,Oita,22
28/07/2018,Oita,25
29/07/2018,Oita,7
30/07/2018,Oita,6
01/08/2018,Oita,13
02/08/2018,Oita,23
03/08/2018,Oita,24
04/08/2018,Oita,31
05/08/2018,Oita,38
06/08/2018,Oita,30
07/08/2018,Oita,20
08/08/2018,Oita,11
09/08/2018,Oita,2
10/08/2018,Oita,14
11/08/2018,Oita,10
12/08/2018,Oita,18
13/08/2018,Oita,23
14/08/2018,Oita,5
15/08/2018,Oita,8
16/08/2018,Oita,4
17/08/2018,Oita,4
18/08/2018,Oita,6
19/08/2018,Oita,6
20/08/2018,Oita,6
21/08/2018,Oita,1
22/08/2018,Oita,2
23/08/2018,Oita,5
24/08/2018,Oita,13
25/08/2018,Oita,15
26/08/2018,Oita,14
27/08/2018,Oita,15
28/08/2018,Oita,5
29/08/2018,Oita,7
30/08/2018,Oita,10
01/09/2018,Oita,1
02/09/2018,Oita,4
03/09/2018,Oita,3
04/09/2018,Oita,3
05/09/2018,Oita,3
06/09/2018,Oita,3
07/09/2018,Oita,4
08/09/2018,Oita,1
09/09/2018,Oita,0
10/09/2018,Oita,1
11/09/2018,Oita,0
12/09/2018,Oita,0
13/09/2018,Oita,0
14/09/2018,Oita,2
15/09/2018,Oita,0
16/09/2018,Oita,4
17/09/2018,Oita,1
18/09/2018,Oita,1
19/09/2018,Oita,2
20/09/2018,Oita,0
21/09/2018,Oita,0
22/09/2018,Oita,1
23/09/2018,Oita,1
24/09/2018,Oita,0
25/09/2018,Oita,1
26/09/2018,Oita,0
27/09/2018,Oita,0
28/09/2018,Oita,0
29/09/2018,Oita,0
30/09/2018,Oita,0
01/06/2019,Oita,4
02/06/2019,Oita,1
03/06/2019,Oita,1
04/06/2019,Oita,0
05/06/2019,Oita,9
06/06/2019,Oita,7
07/06/2019,Oita,1
08/06/2019,Oita,0
09/06/2019,Oita,2
10/06/2019,Oita,0
11/06/2019,Oita,2
12/06/2019,Oita,2
13/06/2019,Oita,1
14/06/2019,Oita,0
15/06/2019,Oita,1
16/06/2019,Oita,2
17/06/2019,Oita,3
18/06/2019,Oita,0
19/06/2019,Oita,3
20/06/2019,Oita,12
21/06/2019,Oita,1
22/06/2019,Oita,3
23/06/2019,Oita,2
24/06/2019,Oita,2
25/06/2019,Oita,7
26/06/2019,Oita,1
27/06/2019,Oita,1
28/06/2019,Oita,2
29/06/2019,Oita,1
30/06/2019,Oita,1
01/07/2019,Oita,1
02/07/2019,Oita,0
03/07/2019,Oita,0
04/07/2019,Oita,3
05/07/2019,Oita,2
06/07/2019,Oita,3
07/07/2019,Oita,10
08/07/2019,Oita,3
09/07/2019,Oita,6
10/07/2019,Oita,0
11/07/2019,Oita,4
12/07/2019,Oita,8
13/07/2019,Oita,0
14/07/2019,Oita,1
15/07/2019,Oita,7
16/07/2019,Oita,8
17/07/2019,Oita,4
18/07/2019,Oita,4
19/07/2019,Oita,0
20/07/2019,Oita,2
21/07/2019,Oita,6
22/07/2019,Oita,3
23/07/2019,Oita,16
24/07/2019,Oita,9
25/07/2019,Oita,9
26/07/2019,Oita,14
27/07/2019,Oita,18
28/07/2019,Oita,21
29/07/2019,Oita,11
30/07/2019,Oita,23
01/08/2019,Oita,23
02/08/2019,Oita,25
03/08/2019,Oita,20
04/08/2019,Oita,22
05/08/2019,Oita,11
06/08/2019,Oita,5
07/08/2019,Oita,11
08/08/2019,Oita,22
09/08/2019,Oita,15
10/08/2019,Oita,9
11/08/2019,Oita,14
12/08/2019,Oita,7
13/08/2019,Oita,9
14/08/2019,Oita,1
15/08/2019,Oita,1
16/08/2019,Oita,9
17/08/2019,Oita,8
18/08/2019,Oita,4
19/08/2019,Oita,0
20/08/2019,Oita,4
21/08/2019,Oita,23
22/08/2019,Oita,8
23/08/2019,Oita,5
24/08/2019,Oita,0
25/08/2019,Oita,3
26/08/2019,Oita,0
27/08/2019,Oita,0
28/08/2019,Oita,2
29/08/2019,Oita,2
30/08/2019,Oita,1
01/09/2019,Oita,1
02/09/2019,Oita,2
03/09/2019,Oita,6
04/09/2019,Oita,2
05/09/2019,Oita,5
06/09/2019,Oita,4
07/09/2019,Oita,2
08/09/2019,Oita,13
09/09/2019,Oita,6
10/09/2019,Oita,11
11/09/2019,Oita,13
12/09/2019,Oita,0
13/09/2019,Oita,0
14/09/2019,Oita,5
15/09/2019,Oita,9
16/09/2019,Oita,6
17/09/2019,Oita,2
18/09/2019,Oita,0
19/09/2019,Oita,1
20/09/2019,Oita,0
21/09/2019,Oita,0
22/09/2019,Oita,0
23/09/2019,Oita,0
24/09/2019,Oita,1
25/09/2019,Oita,1
26/09/2019,Oita,0
27/09/2019,Oita,5
28/09/2019,Oita,0
29/09/2019,Oita,2
30/09/2019,Oita,2
01/06/2015,Miyazaki,1
02/06/2015,Miyazaki,0
03/06/2015,Miyazaki,0
04/06/2015,Miyazaki,3
05/06/2015,Miyazaki,2
06/06/2015,Miyazaki,1
07/06/2015,Miyazaki,1
08/06/2015,Miyazaki,1
09/06/2015,Miyazaki,0
10/06/2015,Miyazaki,1
11/06/2015,Miyazaki,1
12/06/2015,Miyazaki,7
13/06/2015,Miyazaki,0
14/06/2015,Miyazaki,0
15/06/2015,Miyazaki,1
16/06/2015,Miyazaki,1
17/06/2015,Miyazaki,4
18/06/2015,Miyazaki,0
19/06/2015,Miyazaki,0
20/06/2015,Miyazaki,1
21/06/2015,Miyazaki,3
22/06/2015,Miyazaki,0
23/06/2015,Miyazaki,1
24/06/2015,Miyazaki,1
25/06/2015,Miyazaki,0
26/06/2015,Miyazaki,0
27/06/2015,Miyazaki,0
28/06/2015,Miyazaki,0
29/06/2015,Miyazaki,2
30/06/2015,Miyazaki,1
01/07/2015,Miyazaki,1
02/07/2015,Miyazaki,0
03/07/2015,Miyazaki,0
04/07/2015,Miyazaki,0
05/07/2015,Miyazaki,0
06/07/2015,Miyazaki,0
07/07/2015,Miyazaki,0
08/07/2015,Miyazaki,1
09/07/2015,Miyazaki,8
10/07/2015,Miyazaki,6
11/07/2015,Miyazaki,6
12/07/2015,Miyazaki,2
13/07/2015,Miyazaki,9
14/07/2015,Miyazaki,18
15/07/2015,Miyazaki,13
16/07/2015,Miyazaki,3
17/07/2015,Miyazaki,5
18/07/2015,Miyazaki,3
19/07/2015,Miyazaki,6
20/07/2015,Miyazaki,6
21/07/2015,Miyazaki,2
22/07/2015,Miyazaki,2
23/07/2015,Miyazaki,5
24/07/2015,Miyazaki,22
25/07/2015,Miyazaki,17
26/07/2015,Miyazaki,9
27/07/2015,Miyazaki,9
28/07/2015,Miyazaki,19
29/07/2015,Miyazaki,21
30/07/2015,Miyazaki,21
01/08/2015,Miyazaki,17
02/08/2015,Miyazaki,22
03/08/2015,Miyazaki,18
04/08/2015,Miyazaki,20
05/08/2015,Miyazaki,12
06/08/2015,Miyazaki,6
07/08/2015,Miyazaki,14
08/08/2015,Miyazaki,22
09/08/2015,Miyazaki,16
10/08/2015,Miyazaki,16
11/08/2015,Miyazaki,17
12/08/2015,Miyazaki,1
13/08/2015,Miyazaki,4
14/08/2015,Miyazaki,2
15/08/2015,Miyazaki,3
16/08/2015,Miyazaki,1
17/08/2015,Miyazaki,5
18/08/2015,Miyazaki,3
19/08/2015,Miyazaki,8
20/08/2015,Miyazaki,10
21/08/2015,Miyazaki,10
22/08/2015,Miyazaki,11
23/08/2015,Miyazaki,10
24/08/2015,Miyazaki,4
25/08/2015,Miyazaki,0
26/08/2015,Miyazaki,2
27/08/2015,Miyazaki,4
28/08/2015,Miyazaki,1
29/08/2015,Miyazaki,3
30/08/2015,Miyazaki,1
01/09/2015,Miyazaki,0
02/09/2015,Miyazaki,3
03/09/2015,Miyazaki,0
04/09/2015,Miyazaki,6
05/09/2015,Miyazaki,3
06/09/2015,Miyazaki,0
07/09/2015,Miyazaki,1
08/09/2015,Miyazaki,0
09/09/2015,Miyazaki,1
10/09/2015,Miyazaki,1
11/09/2015,Miyazaki,0
12/09/2015,Miyazaki,2
13/09/2015,Miyazaki,2
14/09/2015,Miyazaki,0
15/09/2015,Miyazaki,0
16/09/2015,Miyazaki,0
17/09/2015,Miyazaki,0
18/09/2015,Miyazaki,1
19/09/2015,Miyazaki,0
20/09/2015,Miyazaki,1
21/09/2015,Miyazaki,0
22/09/2015,Miyazaki,0
23/09/2015,Miyazaki,0
24/09/2015,Miyazaki,1
25/09/2015,Miyazaki,2
26/09/2015,Miyazaki,2
27/09/2015,Miyazaki,0
28/09/2015,Miyazaki,0
29/09/2015,Miyazaki,0
30/09/2015,Miyazaki,0
01/06/2016,Miyazaki,0
02/06/2016,Miyazaki,1
03/06/2016,Miyazaki,2
04/06/2016,Miyazaki,0
05/06/2016,Miyazaki,0
06/06/2016,Miyazaki,0
07/06/2016,Miyazaki,2
08/06/2016,Miyazaki,0
09/06/2016,Miyazaki,3
10/06/2016,Miyazaki,1
11/06/2016,Miyazaki,2
12/06/2016,Miyazaki,1
13/06/2016,Miyazaki,2
14/06/2016,Miyazaki,5
15/06/2016,Miyazaki,2
16/06/2016,Miyazaki,0
17/06/2016,Miyazaki,0
18/06/2016,Miyazaki,5
19/06/2016,Miyazaki,1
20/06/2016,Miyazaki,1
21/06/2016,Miyazaki,3
22/06/2016,Miyazaki,0
23/06/2016,Miyazaki,6
24/06/2016,Miyazaki,3
25/06/2016,Miyazaki,0
26/06/2016,Miyazaki,7
27/06/2016,Miyazaki,0
28/06/2016,Miyazaki,2
29/06/2016,Miyazaki,0
30/06/2016,Miyazaki,1
01/07/2016,Miyazaki,6
02/07/2016,Miyazaki,17
03/07/2016,Miyazaki,32
04/07/2016,Miyazaki,15
05/07/2016,Miyazaki,9
06/07/2016,Miyazaki,18
07/07/2016,Miyazaki,8
08/07/2016,Miyazaki,0
09/07/2016,Miyazaki,2
10/07/2016,Miyazaki,2
11/07/2016,Miyazaki,1
12/07/2016,Miyazaki,8
13/07/2016,Miyazaki,2
14/07/2016,Miyazaki,1
15/07/2016,Miyazaki,6
16/07/2016,Miyazaki,5
17/07/2016,Miyazaki,20
18/07/2016,Miyazaki,17
19/07/2016,Miyazaki,12
20/07/2016,Miyazaki,11
21/07/2016,Miyazaki,11
22/07/2016,Miyazaki,10
23/07/2016,Miyazaki,3
24/07/2016,Miyazaki,6
25/07/2016,Miyazaki,7
26/07/2016,Miyazaki,6
27/07/2016,Miyazaki,10
28/07/2016,Miyazaki,8
29/07/2016,Miyazaki,8
30/07/2016,Miyazaki,7
01/08/2016,Miyazaki,6
02/08/2016,Miyazaki,8
03/08/2016,Miyazaki,9
04/08/2016,Miyazaki,8
05/08/2016,Miyazaki,16
06/08/2016,Miyazaki,3
07/08/2016,Miyazaki,7
08/08/2016,Miyazaki,12
09/08/2016,Miyazaki,11
10/08/2016,Miyazaki,24
11/08/2016,Miyazaki,25
12/08/2016,Miyazaki,17
13/08/2016,Miyazaki,11
14/08/2016,Miyazaki,18
15/08/2016,Miyazaki,17
16/08/2016,Miyazaki,10
17/08/2016,Miyazaki,15
18/08/2016,Miyazaki,14
19/08/2016,Miyazaki,8
20/08/2016,Miyazaki,24
21/08/2016,Miyazaki,11
22/08/2016,Miyazaki,15
23/08/2016,Miyazaki,8
24/08/2016,Miyazaki,1
25/08/2016,Miyazaki,4
26/08/2016,Miyazaki,5
27/08/2016,Miyazaki,4
28/08/2016,Miyazaki,2
29/08/2016,Miyazaki,0
30/08/2016,Miyazaki,2
01/09/2016,Miyazaki,3
02/09/2016,Miyazaki,3
03/09/2016,Miyazaki,5
04/09/2016,Miyazaki,0
05/09/2016,Miyazaki,11
06/09/2016,Miyazaki,4
07/09/2016,Miyazaki,3
08/09/2016,Miyazaki,4
09/09/2016,Miyazaki,3
10/09/2016,Miyazaki,3
11/09/2016,Miyazaki,2
12/09/2016,Miyazaki,1
13/09/2016,Miyazaki,2
14/09/2016,Miyazaki,0
15/09/2016,Miyazaki,1
16/09/2016,Miyazaki,4
17/09/2016,Miyazaki,4
18/09/2016,Miyazaki,3
19/09/2016,Miyazaki,0
20/09/2016,Miyazaki,0
21/09/2016,Miyazaki,1
22/09/2016,Miyazaki,0
23/09/2016,Miyazaki,2
24/09/2016,Miyazaki,2
25/09/2016,Miyazaki,6
26/09/2016,Miyazaki,2
27/09/2016,Miyazaki,0
28/09/2016,Miyazaki,2
29/09/2016,Miyazaki,6
30/09/2016,Miyazaki,1
01/06/2017,Miyazaki,2
02/06/2017,Miyazaki,2
03/06/2017,Miyazaki,3
04/06/2017,Miyazaki,3
05/06/2017,Miyazaki,1
06/06/2017,Miyazaki,0
07/06/2017,Miyazaki,0
08/06/2017,Miyazaki,2
09/06/2017,Miyazaki,1
10/06/2017,Miyazaki,4
11/06/2017,Miyazaki,3
12/06/2017,Miyazaki,0
13/06/2017,Miyazaki,1
14/06/2017,Miyazaki,2
15/06/2017,Miyazaki,4
16/06/2017,Miyazaki,0
17/06/2017,Miyazaki,0
18/06/2017,Miyazaki,2
19/06/2017,Miyazaki,3
20/06/2017,Miyazaki,1
21/06/2017,Miyazaki,4
22/06/2017,Miyazaki,0
23/06/2017,Miyazaki,0
24/06/2017,Miyazaki,0
25/06/2017,Miyazaki,0
26/06/2017,Miyazaki,0
27/06/2017,Miyazaki,2
28/06/2017,Miyazaki,0
29/06/2017,Miyazaki,2
30/06/2017,Miyazaki,7
01/07/2017,Miyazaki,16
02/07/2017,Miyazaki,25
03/07/2017,Miyazaki,11
04/07/2017,Miyazaki,4
05/07/2017,Miyazaki,8
06/07/2017,Miyazaki,2
07/07/2017,Miyazaki,0
08/07/2017,Miyazaki,4
09/07/2017,Miyazaki,6
10/07/2017,Miyazaki,10
11/07/2017,Miyazaki,24
12/07/2017,Miyazaki,11
13/07/2017,Miyazaki,11
14/07/2017,Miyazaki,9
15/07/2017,Miyazaki,18
16/07/2017,Miyazaki,15
17/07/2017,Miyazaki,14
18/07/2017,Miyazaki,10
19/07/2017,Miyazaki,8
20/07/2017,Miyazaki,4
21/07/2017,Miyazaki,9
22/07/2017,Miyazaki,14
23/07/2017,Miyazaki,17
24/07/2017,Miyazaki,10
25/07/2017,Miyazaki,19
26/07/2017,Miyazaki,18
27/07/2017,Miyazaki,27
28/07/2017,Miyazaki,16
29/07/2017,Miyazaki,23
30/07/2017,Miyazaki,27
01/08/2017,Miyazaki,9
02/08/2017,Miyazaki,12
03/08/2017,Miyazaki,5
04/08/2017,Miyazaki,6
05/08/2017,Miyazaki,1
06/08/2017,Miyazaki,3
07/08/2017,Miyazaki,8
08/08/2017,Miyazaki,44
09/08/2017,Miyazaki,12
10/08/2017,Miyazaki,13
11/08/2017,Miyazaki,8
12/08/2017,Miyazaki,10
13/08/2017,Miyazaki,4
14/08/2017,Miyazaki,12
15/08/2017,Miyazaki,4
16/08/2017,Miyazaki,7
17/08/2017,Miyazaki,22
18/08/2017,Miyazaki,10
19/08/2017,Miyazaki,8
20/08/2017,Miyazaki,14
21/08/2017,Miyazaki,4
22/08/2017,Miyazaki,8
23/08/2017,Miyazaki,19
24/08/2017,Miyazaki,18
25/08/2017,Miyazaki,9
26/08/2017,Miyazaki,10
27/08/2017,Miyazaki,4
28/08/2017,Miyazaki,10
29/08/2017,Miyazaki,10
30/08/2017,Miyazaki,6
01/09/2017,Miyazaki,2
02/09/2017,Miyazaki,0
03/09/2017,Miyazaki,4
04/09/2017,Miyazaki,0
05/09/2017,Miyazaki,1
06/09/2017,Miyazaki,14
07/09/2017,Miyazaki,1
08/09/2017,Miyazaki,3
09/09/2017,Miyazaki,4
10/09/2017,Miyazaki,6
11/09/2017,Miyazaki,4
12/09/2017,Miyazaki,2
13/09/2017,Miyazaki,1
14/09/2017,Miyazaki,1
15/09/2017,Miyazaki,0
16/09/2017,Miyazaki,0
17/09/2017,Miyazaki,0
18/09/2017,Miyazaki,5
19/09/2017,Miyazaki,0
20/09/2017,Miyazaki,0
21/09/2017,Miyazaki,0
22/09/2017,Miyazaki,0
23/09/2017,Miyazaki,0
24/09/2017,Miyazaki,0
25/09/2017,Miyazaki,0
26/09/2017,Miyazaki,0
27/09/2017,Miyazaki,0
28/09/2017,Miyazaki,3
29/09/2017,Miyazaki,0
30/09/2017,Miyazaki,0
01/06/2018,Miyazaki,3
02/06/2018,Miyazaki,1
03/06/2018,Miyazaki,2
04/06/2018,Miyazaki,1
05/06/2018,Miyazaki,0
06/06/2018,Miyazaki,2
07/06/2018,Miyazaki,1
08/06/2018,Miyazaki,1
09/06/2018,Miyazaki,1
10/06/2018,Miyazaki,0
11/06/2018,Miyazaki,2
12/06/2018,Miyazaki,1
13/06/2018,Miyazaki,0
14/06/2018,Miyazaki,0
15/06/2018,Miyazaki,0
16/06/2018,Miyazaki,1
17/06/2018,Miyazaki,1
18/06/2018,Miyazaki,2
19/06/2018,Miyazaki,0
20/06/2018,Miyazaki,1
21/06/2018,Miyazaki,1
22/06/2018,Miyazaki,3
23/06/2018,Miyazaki,0
24/06/2018,Miyazaki,2
25/06/2018,Miyazaki,5
26/06/2018,Miyazaki,9
27/06/2018,Miyazaki,7
28/06/2018,Miyazaki,3
29/06/2018,Miyazaki,5
30/06/2018,Miyazaki,2
01/07/2018,Miyazaki,6
02/07/2018,Miyazaki,4
03/07/2018,Miyazaki,3
04/07/2018,Miyazaki,9
05/07/2018,Miyazaki,0
06/07/2018,Miyazaki,1
07/07/2018,Miyazaki,0
08/07/2018,Miyazaki,2
09/07/2018,Miyazaki,7
10/07/2018,Miyazaki,9
11/07/2018,Miyazaki,15
12/07/2018,Miyazaki,12
13/07/2018,Miyazaki,27
14/07/2018,Miyazaki,24
15/07/2018,Miyazaki,14
16/07/2018,Miyazaki,18
17/07/2018,Miyazaki,14
18/07/2018,Miyazaki,12
19/07/2018,Miyazaki,30
20/07/2018,Miyazaki,20
21/07/2018,Miyazaki,10
22/07/2018,Miyazaki,11
23/07/2018,Miyazaki,69
24/07/2018,Miyazaki,38
25/07/2018,Miyazaki,46
26/07/2018,Miyazaki,29
27/07/2018,Miyazaki,23
28/07/2018,Miyazaki,20
29/07/2018,Miyazaki,6
30/07/2018,Miyazaki,2
01/08/2018,Miyazaki,5
02/08/2018,Miyazaki,13
03/08/2018,Miyazaki,24
04/08/2018,Miyazaki,28
05/08/2018,Miyazaki,28
06/08/2018,Miyazaki,22
07/08/2018,Miyazaki,19
08/08/2018,Miyazaki,11
09/08/2018,Miyazaki,9
10/08/2018,Miyazaki,12
11/08/2018,Miyazaki,3
12/08/2018,Miyazaki,11
13/08/2018,Miyazaki,14
14/08/2018,Miyazaki,8
15/08/2018,Miyazaki,3
16/08/2018,Miyazaki,6
17/08/2018,Miyazaki,10
18/08/2018,Miyazaki,2
19/08/2018,Miyazaki,3
20/08/2018,Miyazaki,1
21/08/2018,Miyazaki,2
22/08/2018,Miyazaki,2
23/08/2018,Miyazaki,5
24/08/2018,Miyazaki,9
25/08/2018,Miyazaki,6
26/08/2018,Miyazaki,3
27/08/2018,Miyazaki,3
28/08/2018,Miyazaki,6
29/08/2018,Miyazaki,4
30/08/2018,Miyazaki,6
01/09/2018,Miyazaki,3
02/09/2018,Miyazaki,7
03/09/2018,Miyazaki,1
04/09/2018,Miyazaki,1
05/09/2018,Miyazaki,1
06/09/2018,Miyazaki,1
07/09/2018,Miyazaki,0
08/09/2018,Miyazaki,1
09/09/2018,Miyazaki,0
10/09/2018,Miyazaki,1
11/09/2018,Miyazaki,1
12/09/2018,Miyazaki,0
13/09/2018,Miyazaki,1
14/09/2018,Miyazaki,2
15/09/2018,Miyazaki,5
16/09/2018,Miyazaki,12
17/09/2018,Miyazaki,3
18/09/2018,Miyazaki,4
19/09/2018,Miyazaki,2
20/09/2018,Miyazaki,0
21/09/2018,Miyazaki,1
22/09/2018,Miyazaki,4
23/09/2018,Miyazaki,6
24/09/2018,Miyazaki,1
25/09/2018,Miyazaki,0
26/09/2018,Miyazaki,0
27/09/2018,Miyazaki,0
28/09/2018,Miyazaki,0
29/09/2018,Miyazaki,0
30/09/2018,Miyazaki,0
01/06/2019,Miyazaki,3
02/06/2019,Miyazaki,0
03/06/2019,Miyazaki,2
04/06/2019,Miyazaki,2
05/06/2019,Miyazaki,3
06/06/2019,Miyazaki,8
07/06/2019,Miyazaki,3
08/06/2019,Miyazaki,4
09/06/2019,Miyazaki,5
10/06/2019,Miyazaki,1
11/06/2019,Miyazaki,1
12/06/2019,Miyazaki,0
13/06/2019,Miyazaki,3
14/06/2019,Miyazaki,2
15/06/2019,Miyazaki,0
16/06/2019,Miyazaki,4
17/06/2019,Miyazaki,2
18/06/2019,Miyazaki,1
19/06/2019,Miyazaki,0
20/06/2019,Miyazaki,4
21/06/2019,Miyazaki,1
22/06/2019,Miyazaki,5
23/06/2019,Miyazaki,0
24/06/2019,Miyazaki,1
25/06/2019,Miyazaki,2
26/06/2019,Miyazaki,1
27/06/2019,Miyazaki,3
28/06/2019,Miyazaki,3
29/06/2019,Miyazaki,3
30/06/2019,Miyazaki,1
01/07/2019,Miyazaki,0
02/07/2019,Miyazaki,0
03/07/2019,Miyazaki,1
04/07/2019,Miyazaki,3
05/07/2019,Miyazaki,1
06/07/2019,Miyazaki,10
07/07/2019,Miyazaki,3
08/07/2019,Miyazaki,1
09/07/2019,Miyazaki,1
10/07/2019,Miyazaki,3
11/07/2019,Miyazaki,5
12/07/2019,Miyazaki,7
13/07/2019,Miyazaki,0
14/07/2019,Miyazaki,1
15/07/2019,Miyazaki,2
16/07/2019,Miyazaki,4
17/07/2019,Miyazaki,5
18/07/2019,Miyazaki,2
19/07/2019,Miyazaki,0
20/07/2019,Miyazaki,4
21/07/2019,Miyazaki,4
22/07/2019,Miyazaki,3
23/07/2019,Miyazaki,11
24/07/2019,Miyazaki,18
25/07/2019,Miyazaki,20
26/07/2019,Miyazaki,11
27/07/2019,Miyazaki,11
28/07/2019,Miyazaki,20
29/07/2019,Miyazaki,29
30/07/2019,Miyazaki,18
01/08/2019,Miyazaki,14
02/08/2019,Miyazaki,13
03/08/2019,Miyazaki,17
04/08/2019,Miyazaki,18
05/08/2019,Miyazaki,5
06/08/2019,Miyazaki,4
07/08/2019,Miyazaki,4
08/08/2019,Miyazaki,7
09/08/2019,Miyazaki,5
10/08/2019,Miyazaki,10
11/08/2019,Miyazaki,10
12/08/2019,Miyazaki,5
13/08/2019,Miyazaki,1
14/08/2019,Miyazaki,2
15/08/2019,Miyazaki,2
16/08/2019,Miyazaki,10
17/08/2019,Miyazaki,20
18/08/2019,Miyazaki,12
19/08/2019,Miyazaki,3
20/08/2019,Miyazaki,9
21/08/2019,Miyazaki,13
22/08/2019,Miyazaki,13
23/08/2019,Miyazaki,5
24/08/2019,Miyazaki,1
25/08/2019,Miyazaki,2
26/08/2019,Miyazaki,1
27/08/2019,Miyazaki,1
28/08/2019,Miyazaki,8
29/08/2019,Miyazaki,8
30/08/2019,Miyazaki,2
01/09/2019,Miyazaki,3
02/09/2019,Miyazaki,6
03/09/2019,Miyazaki,14
04/09/2019,Miyazaki,5
05/09/2019,Miyazaki,7
06/09/2019,Miyazaki,10
07/09/2019,Miyazaki,12
08/09/2019,Miyazaki,9
09/09/2019,Miyazaki,6
10/09/2019,Miyazaki,11
11/09/2019,Miyazaki,21
12/09/2019,Miyazaki,6
13/09/2019,Miyazaki,4
14/09/2019,Miyazaki,2
15/09/2019,Miyazaki,7
16/09/2019,Miyazaki,6
17/09/2019,Miyazaki,3
18/09/2019,Miyazaki,7
19/09/2019,Miyazaki,6
20/09/2019,Miyazaki,0
21/09/2019,Miyazaki,0
22/09/2019,Miyazaki,0
23/09/2019,Miyazaki,3
24/09/2019,Miyazaki,2
25/09/2019,Miyazaki,3
26/09/2019,Miyazaki,0
27/09/2019,Miyazaki,1
28/09/2019,Miyazaki,0
29/09/2019,Miyazaki,7
30/09/2019,Miyazaki,2
01/06/2015,Kagoshima,3
02/06/2015,Kagoshima,0
03/06/2015,Kagoshima,1
04/06/2015,Kagoshima,3
05/06/2015,Kagoshima,1
06/06/2015,Kagoshima,1
07/06/2015,Kagoshima,2
08/06/2015,Kagoshima,3
09/06/2015,Kagoshima,4
10/06/2015,Kagoshima,2
11/06/2015,Kagoshima,1
12/06/2015,Kagoshima,8
13/06/2015,Kagoshima,2
14/06/2015,Kagoshima,0
15/06/2015,Kagoshima,1
16/06/2015,Kagoshima,0
17/06/2015,Kagoshima,4
18/06/2015,Kagoshima,0
19/06/2015,Kagoshima,1
20/06/2015,Kagoshima,3
21/06/2015,Kagoshima,3
22/06/2015,Kagoshima,0
23/06/2015,Kagoshima,0
24/06/2015,Kagoshima,0
25/06/2015,Kagoshima,3
26/06/2015,Kagoshima,1
27/06/2015,Kagoshima,1
28/06/2015,Kagoshima,0
29/06/2015,Kagoshima,5
30/06/2015,Kagoshima,1
01/07/2015,Kagoshima,2
02/07/2015,Kagoshima,2
03/07/2015,Kagoshima,2
04/07/2015,Kagoshima,1
05/07/2015,Kagoshima,2
06/07/2015,Kagoshima,1
07/07/2015,Kagoshima,3
08/07/2015,Kagoshima,57
09/07/2015,Kagoshima,50
10/07/2015,Kagoshima,17
11/07/2015,Kagoshima,4
12/07/2015,Kagoshima,4
13/07/2015,Kagoshima,2
14/07/2015,Kagoshima,19
15/07/2015,Kagoshima,21
16/07/2015,Kagoshima,9
