"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"FRA","AVWAGE","TOT","USD","A","1998",39533.7108468679,
"FRA","AVWAGE","TOT","USD","A","1999",40404.2167691075,
"FRA","AVWAGE","TOT","USD","A","2000",40596.6445951239,
"FRA","AVWAGE","TOT","USD","A","2001",40852.1825018759,
"FRA","AVWAGE","TOT","USD","A","2002",41954.1258314029,
"FRA","AVWAGE","TOT","USD","A","2003",42296.6523148312,
"FRA","AVWAGE","TOT","USD","A","2004",42986.244252655,
"FRA","AVWAGE","TOT","USD","A","2005",43504.1324562404,
"FRA","AVWAGE","TOT","USD","A","2006",43989.842643363,
"FRA","AVWAGE","TOT","USD","A","2007",44150.8662706574,
"FRA","AVWAGE","TOT","USD","A","2008",44066.1904791078,
"FRA","AVWAGE","TOT","USD","A","2009",45468.229882477,
"FRA","AVWAGE","TOT","USD","A","2010",46386.1118555352,
"FRA","AVWAGE","TOT","USD","A","2011",46302.8163666344,
"FRA","AVWAGE","TOT","USD","A","2012",46602.6466219276,
"FRA","AVWAGE","TOT","USD","A","2013",46995.2170551426,
"FRA","AVWAGE","TOT","USD","A","2014",47318.5317957179,
"FRA","AVWAGE","TOT","USD","A","2015",47769.9773576127,
"FRA","AVWAGE","TOT","USD","A","2016",48322.4788674439,
"FRA","AVWAGE","TOT","USD","A","2017",48993.0499210396,
"FRA","AVWAGE","TOT","USD","A","2018",48930.5037126329,
"FRA","AVWAGE","TOT","USD","A","2019",49402.5244825536,
"FRA","AVWAGE","TOT","USD","A","2020",47372.8084858398,
"FRA","AVWAGE","TOT","USD","A","2021",49312.5814817124,
"DEU","AVWAGE","TOT","USD","A","1991",41924.8819886156,
"DEU","AVWAGE","TOT","USD","A","1992",44497.3573380858,
"DEU","AVWAGE","TOT","USD","A","1993",44790.2271798205,
"DEU","AVWAGE","TOT","USD","A","1994",44888.7651123489,
"DEU","AVWAGE","TOT","USD","A","1995",45840.297418335,
"DEU","AVWAGE","TOT","USD","A","1996",46367.0735162019,
"DEU","AVWAGE","TOT","USD","A","1997",46170.9938505384,
"DEU","AVWAGE","TOT","USD","A","1998",46736.3944928476,
"DEU","AVWAGE","TOT","USD","A","1999",47358.1609448957,
"DEU","AVWAGE","TOT","USD","A","2000",47630.9362473236,
"DEU","AVWAGE","TOT","USD","A","2001",47978.289176264,
"DEU","AVWAGE","TOT","USD","A","2002",48260.950516707,
"DEU","AVWAGE","TOT","USD","A","2003",48420.9003393179,
"DEU","AVWAGE","TOT","USD","A","2004",48414.6560431125,
"DEU","AVWAGE","TOT","USD","A","2005",48589.6709394897,
"DEU","AVWAGE","TOT","USD","A","2006",48580.3615468933,
"DEU","AVWAGE","TOT","USD","A","2007",48432.5439923966,
"DEU","AVWAGE","TOT","USD","A","2008",48649.5661179795,
"DEU","AVWAGE","TOT","USD","A","2009",48659.3294771171,
"DEU","AVWAGE","TOT","USD","A","2010",49085.4418181365,
"DEU","AVWAGE","TOT","USD","A","2011",50075.8882356451,
"DEU","AVWAGE","TOT","USD","A","2012",50743.6018929134,
"DEU","AVWAGE","TOT","USD","A","2013",51221.4731511943,
"DEU","AVWAGE","TOT","USD","A","2014",52080.3601151976,
"DEU","AVWAGE","TOT","USD","A","2015",53277.9337901734,
"DEU","AVWAGE","TOT","USD","A","2016",54093.9104742941,
"DEU","AVWAGE","TOT","USD","A","2017",54663.8550180622,
"DEU","AVWAGE","TOT","USD","A","2018",55442.5636927834,
"DEU","AVWAGE","TOT","USD","A","2019",56332.1609469743,
"DEU","AVWAGE","TOT","USD","A","2020",55920.6690928235,
"DEU","AVWAGE","TOT","USD","A","2021",56040.2161468624,
"GRC","AVWAGE","TOT","USD","A","1995",21006.8264231154,
"GRC","AVWAGE","TOT","USD","A","1996",21224.7590161742,
"GRC","AVWAGE","TOT","USD","A","1997",23613.5402211417,
"GRC","AVWAGE","TOT","USD","A","1998",25566.4468492557,
"GRC","AVWAGE","TOT","USD","A","1999",25975.0808477967,
"GRC","AVWAGE","TOT","USD","A","2000",27453.1233512965,
"GRC","AVWAGE","TOT","USD","A","2001",28375.8663831811,
"GRC","AVWAGE","TOT","USD","A","2002",30956.100245246,
"GRC","AVWAGE","TOT","USD","A","2003",32319.6806789271,
"GRC","AVWAGE","TOT","USD","A","2004",32912.3962172002,
"GRC","AVWAGE","TOT","USD","A","2005",32802.5260136467,
"GRC","AVWAGE","TOT","USD","A","2006",33192.70112636,
"GRC","AVWAGE","TOT","USD","A","2007",33198.830858902,
"GRC","AVWAGE","TOT","USD","A","2008",32685.048263139,
"GRC","AVWAGE","TOT","USD","A","2009",34228.2245278187,
"GRC","AVWAGE","TOT","USD","A","2010",32664.8556355899,
"GRC","AVWAGE","TOT","USD","A","2011",30592.6257594606,
"GRC","AVWAGE","TOT","USD","A","2012",28812.3590929224,
"GRC","AVWAGE","TOT","USD","A","2013",26929.4689535767,
"GRC","AVWAGE","TOT","USD","A","2014",26818.6088636713,
"GRC","AVWAGE","TOT","USD","A","2015",27082.0734366134,
"GRC","AVWAGE","TOT","USD","A","2016",26460.6757105503,
"GRC","AVWAGE","TOT","USD","A","2017",26629.7747446517,
"GRC","AVWAGE","TOT","USD","A","2018",25400.4681553569,
"GRC","AVWAGE","TOT","USD","A","2019",25629.6136887256,
"GRC","AVWAGE","TOT","USD","A","2020",25719.5130850906,
"GRC","AVWAGE","TOT","USD","A","2021",25743.5073041973,
"HUN","AVWAGE","TOT","USD","A","1995",14951.1266197685,
"HUN","AVWAGE","TOT","USD","A","1996",14956.6487761518,
"HUN","AVWAGE","TOT","USD","A","1997",15325.7264425131,
"HUN","AVWAGE","TOT","USD","A","1998",15669.9225819232,
"HUN","AVWAGE","TOT","USD","A","1999",15737.9655435961,
"HUN","AVWAGE","TOT","USD","A","2000",16462.6021061384,
